CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00003,20191126,0640,0440,0610,KUL,TIAS,M,1,285.4
1,XX00023,20191126,0815,0615,0745,KOJ,TIAS,S,5,68.8
1,XX00026,20191126,0830,0630,0800,KIX,TIAS,M,3,222.8
1,XX00029,20191126,0845,0645,0815,PNH,TIAS,M,1,237.4
1,XX00040,20191126,0930,0730,0900,NRT,TIAS,L,6,364.2
1,XX00046,20191126,1000,0800,0930,NRT,TIAS,M,7,251
1,XX00050,20191126,1015,0815,0945,SDJ,TIAS,S,8,151.2
1,XX00057,20191126,1125,0925,1055,XMN,TIAS,S,1,149
1,XX00061,20191126,1145,0945,1115,CGO,TIAS,S,8,57
1,XX00064,20191126,1155,0955,1125,CSX,TIAS,S,5,120
1,XX00077,20191126,1300,1100,1230,ICN,TIAS,S,9,0
1,XX00086,20191126,1420,1220,1350,KIX,TIAS,M,6,226
1,XX00091,20191126,1445,1245,1415,MFM,TIAS,S,6,111.2
1,XX00097,20191126,1520,1320,1450,SZX,TIAS,L,3,307.8
1,XX00112,20191126,1645,1445,1615,NGB,TIAS,S,8,96.2
1,XX00116,20191126,1710,1510,1640,SFO,TIAS,L,9,532.8
1,XX00121,20191126,1720,1520,1650,HIJ,TIAS,S,5,183.4
1,XX00138,20191126,1820,1620,1750,TXN,TIAS,S,8,133
1,XX00149,20191126,1950,1750,1920,SFO,TIAS,L,6,676.8
1,XX00159,20191126,2150,1950,2120,HKG,TIAS,S,6,150.6
1,XX00162,20191126,2320,2120,2250,MEL,TIAS,L,8,446.6
1,XX00171,20191126,2355,2155,2325,YVR,TIAS,L,7,617.4
10,XX00006,20191126,0655,0455,0625,SYX,TIAS,S,11,99.4
10,XX00011,20191126,0720,0520,0650,SGN,TIAS,L,9,568
10,XX00013,20191126,0740,0540,0710,SYD,TIAS,L,9,426.8
10,XX00035,20191126,0900,0700,0830,CGK,TIAS,L,1,340.8
10,XX00038,20191126,0910,0710,0840,SGN,TIAS,L,9,382
10,XX00052,20191126,1025,0825,0955,SWA,TIAS,S,7,58
10,XX00058,20191126,1125,0925,1055,FOC,TIAS,S,1,121
10,XX00082,20191126,1335,1135,1305,SZX,TIAS,M,8,254
10,XX00094,20191126,1500,1300,1430,PVG,TIAS,M,10,209
10,XX00104,20191126,1620,1420,1550,MFM,TIAS,S,6,132
10,XX00113,20191126,1645,1445,1615,TAO,TIAS,S,4,125
10,XX00129,20191126,1735,1535,1705,SIN,TIAS,M,7,249
10,XX00132,20191126,1745,1545,1715,WNZ,TIAS,S,11,124
10,XX00150,20191126,1950,1750,1920,YNT,TIAS,S,4,125
10,XX00155,20191126,2025,1825,1955,ICN,TIAS,S,6,186.4
