CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00001,20191004,0620,0420,0550,CTS,TIAS,S,1,182
1,XX00021,20191004,0810,0610,0740,FUK,TIAS,S,3,173.8
1,XX00033,20191004,0855,0655,0825,KIX,TIAS,S,7,128
1,XX00040,20191004,0930,0730,0900,NRT,TIAS,L,6,364.2
1,XX00046,20191004,1000,0800,0930,NRT,TIAS,M,7,251
1,XX00070,20191004,1230,1030,1200,KIX,TIAS,S,8,153
1,XX00077,20191004,1300,1100,1230,ICN,TIAS,S,9,0
1,XX00095,20191004,1515,1315,1445,ICN,TIAS,L,2,311.6
1,XX00097,20191004,1520,1320,1450,SZX,TIAS,L,3,307.8
1,XX00111,20191004,1645,1445,1615,PVG,TIAS,M,5,257
1,XX00121,20191004,1720,1520,1650,HIJ,TIAS,S,5,183.4
1,XX00131,20191004,1740,1540,1710,KIX,TIAS,S,6,132.2
1,XX00144,20191004,1930,1730,1900,SGN,TIAS,L,8,379.8
1,XX00147,20191004,1940,1740,1910,PEK,TIAS,S,2,140
10,XX00019,20191004,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00035,20191004,0900,0700,0830,CGK,TIAS,L,1,340.8
10,XX00045,20191004,1000,0800,0930,DPS,TIAS,S,2,192.4
10,XX00059,20191004,1130,0930,1100,SFO,TIAS,L,6,590.4
10,XX00072,20191004,1230,1030,1200,HRB,TIAS,S,8,107
10,XX00083,20191004,1410,1210,1340,ICN,TIAS,L,9,399
10,XX00108,20191004,1630,1430,1600,FUK,TIAS,L,9,402.6
10,XX00110,20191004,1635,1435,1605,ICN,TIAS,M,9,250
10,XX00130,20191004,1735,1535,1705,SZX,TIAS,S,6,109
10,XX00139,20191004,1820,1620,1750,NNG,TIAS,S,8,131
10,XX00160,20191004,2210,2010,2140,IAH,TIAS,L,8,592.2
11,XX00007,20191004,0655,0455,0625,OKA,TIAS,S,6,176
11,XX00017,20191004,0810,0610,0740,CAN,TIAS,S,10,198.2
11,XX00036,20191004,0900,0700,0830,PVG,TIAS,M,1,280.6
