CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00174,20190918,0020,2220,2350,AMS,TIAS,S,1,50.7
10,XX00003,20190918,0640,0440,0610,KUL,TIAS,M,1,285.4
10,XX00006,20190918,0655,0455,0625,SYX,TIAS,S,11,99.4
10,XX00018,20190918,0810,0610,0740,CTU,TIAS,S,9,89.8
10,XX00019,20190918,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00037,20190918,0910,0710,0840,MNL,TIAS,L,10,580.6
10,XX00039,20190918,0915,0715,0845,HAN,TIAS,S,9,182.8
10,XX00045,20190918,1000,0800,0930,DPS,TIAS,S,2,192.4
10,XX00055,20190918,1115,0915,1045,NGB,TIAS,S,10,139
10,XX00085,20190918,1410,1210,1340,HKG,TIAS,S,6,132.8
10,XX00098,20190918,1520,1320,1450,NRT,TIAS,S,2,168.6
10,XX00110,20190918,1635,1435,1605,ICN,TIAS,M,9,250
10,XX00121,20190918,1720,1520,1650,HIJ,TIAS,S,5,183.4
10,XX00124,20190918,1725,1525,1655,KIX,TIAS,M,3,246.2
10,XX00132,20190918,1745,1545,1715,WNZ,TIAS,S,11,124
10,XX00138,20190918,1820,1620,1750,TXN,TIAS,S,8,133
10,XX00147,20190918,1940,1740,1910,PEK,TIAS,S,2,140
10,XX00153,20190918,2005,1805,1935,ORD,TIAS,L,8,628.2
10,XX00160,20190918,2210,2010,2140,IAH,TIAS,L,8,592.2
10,XX00171,20190918,2355,2155,2325,YVR,TIAS,L,7,617.4
11,XX00175,20190918,0230,0030,0200,TAE,TIAS,S,1,0
11,XX00005,20190918,0650,0450,0620,CGQ,TIAS,S,8,119
11,XX00012,20190918,0735,0535,0705,BKK,TIAS,L,10,539
11,XX00036,20190918,0900,0700,0830,PVG,TIAS,M,1,280.6
11,XX00050,20190918,1015,0815,0945,SDJ,TIAS,S,8,151.2
11,XX00063,20190918,1155,0955,1125,TNA,TIAS,S,4,125
11,XX00079,20190918,1315,1115,1245,PUS,TIAS,M,8,208
11,XX00087,20190918,1420,1220,1350,TAK,TIAS,S,6,109
11,XX00107,20190918,1630,1430,1600,PVG,TIAS,L,8,338
11,XX00122,20190918,1720,1520,1650,HIJ,TIAS,S,5,184.4
11,XX00156,20190918,2025,1825,1955,DLC,TIAS,S,8,121
12,XX00009,20190918,0700,0500,0630,HKG,TIAS,S,6,158.6
12,XX00020,20190918,0810,0610,0740,KIX,TIAS,S,2,0
12,XX00035,20190918,0900,0700,0830,CGK,TIAS,L,1,340.8
12,XX00042,20190918,0950,0750,0920,KIX,TIAS,L,5,349.8
12,XX00062,20190918,1155,0955,1125,HKG,TIAS,M,7,217.6
12,XX00067,20190918,1210,1010,1140,KWE,TIAS,S,2,0
12,XX00088,20190918,1435,1235,1405,CAN,TIAS,M,8,268
12,XX00096,20190918,1520,1320,1450,PEK,TIAS,M,8,289.8
12,XX00104,20190918,1620,1420,1550,MFM,TIAS,S,6,132
12,XX00120,20190918,1720,1520,1650,OKA,TIAS,S,1,190
12,XX00137,20190918,1810,1610,1740,HKG,TIAS,M,6,268.2
12,XX00146,20190918,1940,1740,1910,YYZ,TIAS,L,8,568.8
12,XX00157,20190918,2030,1830,2000,MNL,TIAS,L,8,319.4
12,XX00166,20190918,2340,2140,2310,SEA,TIAS,L,7,635.4
2,XX00007,20190918,0655,0455,0625,OKA,TIAS,S,6,176
2,XX00028,20190918,0840,0640,0810,XMN,TIAS,M,6,295.4
2,XX00038,20190918,0910,0710,0840,SGN,TIAS,L,9,382
2,XX00056,20190918,1120,0920,1050,LAX,TIAS,L,6,543.6
2,XX00057,20190918,1125,0925,1055,XMN,TIAS,S,1,149
2,XX00073,20190918,1230,1030,1200,SZX,TIAS,S,6,122
2,XX00076,20190918,1300,1100,1230,CAN,TIAS,S,2,144
2,XX00092,20190918,1450,1250,1420,FSZ,TIAS,S,5,93.2
2,XX00105,20190918,1625,1425,1555,HGH,TIAS,M,8,228.6
