CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00008,20191116,0655,0455,0625,ICN,TIAS,S,10,194.4
1,XX00024,20191116,0815,0615,0745,NGO,TIAS,S,1,159
1,XX00026,20191116,0830,0630,0800,KIX,TIAS,M,3,222.8
1,XX00031,20191116,0850,0650,0820,BKK,TIAS,L,9,385.4
1,XX00042,20191116,0950,0750,0920,KIX,TIAS,L,5,349.8
1,XX00048,20191116,1015,0815,0945,HKG,TIAS,S,6,136.2
1,XX00065,20191116,1200,1000,1130,HFE,TIAS,S,10,139
1,XX00076,20191116,1300,1100,1230,CAN,TIAS,S,2,144
1,XX00083,20191116,1410,1210,1340,ICN,TIAS,L,9,399
1,XX00086,20191116,1420,1220,1350,KIX,TIAS,M,6,226
1,XX00101,20191116,1545,1345,1515,NGO,TIAS,S,7,124
1,XX00109,20191116,1635,1435,1605,HKG,TIAS,S,6,195.6
1,XX00127,20191116,1730,1530,1700,WUX,TIAS,S,10,59
1,XX00134,20191116,1750,1550,1720,PVG,TIAS,M,11,249
1,XX00136,20191116,1800,1600,1730,YVR,TIAS,S,2,0
1,XX00152,20191116,2000,1800,1930,HKG,TIAS,M,2,232
1,XX00160,20191116,2210,2010,2140,IAH,TIAS,L,8,592.2
10,XX00018,20191116,0810,0610,0740,CTU,TIAS,S,9,89.8
10,XX00019,20191116,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00022,20191116,0815,0615,0745,OKA,TIAS,M,1,201
10,XX00029,20191116,0845,0645,0815,PNH,TIAS,M,1,237.4
10,XX00063,20191116,1155,0955,1125,TNA,TIAS,S,4,125
10,XX00067,20191116,1210,1010,1140,KWE,TIAS,S,2,0
10,XX00085,20191116,1410,1210,1340,HKG,TIAS,S,6,132.8
10,XX00105,20191116,1625,1425,1555,HGH,TIAS,M,8,228.6
10,XX00111,20191116,1645,1445,1615,PVG,TIAS,M,5,257
10,XX00130,20191116,1735,1535,1705,SZX,TIAS,S,6,109
10,XX00137,20191116,1810,1610,1740,HKG,TIAS,M,6,268.2
10,XX00141,20191116,1920,1720,1850,LAX,TIAS,L,6,563.4
10,XX00151,20191116,1955,1755,1925,CTU,TIAS,S,2,0
10,XX00159,20191116,2150,1950,2120,HKG,TIAS,S,6,150.6
10,XX00166,20191116,2340,2140,2310,SEA,TIAS,L,7,635.4
11,XX00003,20191116,0640,0440,0610,KUL,TIAS,M,1,285.4
11,XX00030,20191116,0845,0645,0815,TSN,TIAS,S,10,90
11,XX00035,20191116,0900,0700,0830,CGK,TIAS,L,1,340.8
11,XX00047,20191116,1005,0805,0935,PVG,TIAS,L,7,333.2
11,XX00068,20191116,1215,1015,1145,TYN,TIAS,S,10,102
11,XX00074,20191116,1240,1040,1210,HKG,TIAS,S,6,141.2
11,XX00091,20191116,1445,1245,1415,MFM,TIAS,S,6,111.2
11,XX00098,20191116,1520,1320,1450,NRT,TIAS,S,2,168.6
11,XX00102,20191116,1605,1405,1535,WUX,TIAS,L,2,301.8
11,XX00112,20191116,1645,1445,1615,NGB,TIAS,S,8,96.2
11,XX00124,20191116,1725,1525,1655,KIX,TIAS,M,3,246.2
11,XX00138,20191116,1820,1620,1750,TXN,TIAS,S,8,133
11,XX00147,20191116,1940,1740,1910,PEK,TIAS,S,2,140
11,XX00149,20191116,1950,1750,1920,SFO,TIAS,L,6,676.8
11,XX00164,20191116,2330,2130,2300,SYD,TIAS,L,8,462.4
12,XX00001,20191116,0620,0420,0550,CTS,TIAS,S,1,182
12,XX00014,20191116,0740,0540,0710,SIN,TIAS,L,9,447.4
12,XX00027,20191116,0835,0635,0805,CTS,TIAS,L,8,383.8
12,XX00039,20191116,0915,0715,0845,HAN,TIAS,S,9,182.8
12,XX00040,20191116,0930,0730,0900,NRT,TIAS,L,6,364.2
12,XX00057,20191116,1125,0925,1055,XMN,TIAS,S,1,149
12,XX00070,20191116,1230,1030,1200,KIX,TIAS,S,8,153
12,XX00072,20191116,1230,1030,1200,HRB,TIAS,S,8,107
12,XX00078,20191116,1315,1115,1245,PEK,TIAS,M,11,249
12,XX00087,20191116,1420,1220,1350,TAK,TIAS,S,6,109
12,XX00103,20191116,1620,1420,1550,NRT,TIAS,S,1,153.8
12,XX00123,20191116,1720,1520,1650,SHE,TIAS,S,6,124
12,XX00125,20191116,1725,1525,1655,NKG,TIAS,S,10,173
12,XX00143,20191116,1925,1725,1855,JJN,TIAS,S,1,153
12,XX00162,20191116,2320,2120,2250,MEL,TIAS,L,8,446.6
12,XX00173,20191116,2355,2155,2325,YVR,TIAS,L,10,464.4
2,XX00004,20191116,0650,0450,0620,FUK,TIAS,S,11,196.4
2,XX00007,20191116,0655,0455,0625,OKA,TIAS,S,6,176
2,XX00015,20191116,0800,0600,0730,HKG,TIAS,M,7,214.4
2,XX00021,20191116,0810,0610,0740,FUK,TIAS,S,3,173.8
2,XX00043,20191116,0955,0755,0925,SIN,TIAS,L,7,341.4
2,XX00058,20191116,1125,0925,1055,FOC,TIAS,S,1,121
2,XX00064,20191116,1155,0955,1125,CSX,TIAS,S,5,120
2,XX00096,20191116,1520,1320,1450,PEK,TIAS,M,8,289.8
2,XX00097,20191116,1520,1320,1450,SZX,TIAS,L,3,307.8
2,XX00107,20191116,1630,1430,1600,PVG,TIAS,L,8,338
