CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00175,20191016,0230,0030,0200,TAE,TIAS,S,1,0
1,XX00009,20191016,0700,0500,0630,HKG,TIAS,S,6,158.6
1,XX00019,20191016,0810,0610,0740,HKG,TIAS,S,6,160.4
1,XX00028,20191016,0840,0640,0810,XMN,TIAS,M,6,295.4
1,XX00054,20191016,1105,0905,1035,HKD,TIAS,S,8,138
1,XX00070,20191016,1230,1030,1200,KIX,TIAS,S,8,153
1,XX00079,20191016,1315,1115,1245,PUS,TIAS,M,8,208
1,XX00092,20191016,1450,1250,1420,FSZ,TIAS,S,5,93.2
1,XX00110,20191016,1635,1435,1605,ICN,TIAS,M,9,250
1,XX00134,20191016,1750,1550,1720,PVG,TIAS,M,11,249
1,XX00157,20191016,2030,1830,2000,MNL,TIAS,L,8,319.4
1,XX00159,20191016,2150,1950,2120,HKG,TIAS,S,6,150.6
1,XX00163,20191016,2330,2130,2300,SFO,TIAS,L,6,660.6
1,XX00171,20191016,2355,2155,2325,YVR,TIAS,L,7,617.4
10,XX00001,20191016,0620,0420,0550,CTS,TIAS,S,1,182
10,XX00005,20191016,0650,0450,0620,CGQ,TIAS,S,8,119
10,XX00022,20191016,0815,0615,0745,OKA,TIAS,M,1,201
10,XX00034,20191016,0855,0655,0825,MFM,TIAS,S,6,134.4
10,XX00040,20191016,0930,0730,0900,NRT,TIAS,L,6,364.2
10,XX00052,20191016,1025,0825,0955,SWA,TIAS,S,7,58
10,XX00056,20191016,1120,0920,1050,LAX,TIAS,L,6,543.6
10,XX00074,20191016,1240,1040,1210,HKG,TIAS,S,6,141.2
10,XX00081,20191016,1325,1125,1255,CGO,TIAS,S,5,197.6
10,XX00091,20191016,1445,1245,1415,MFM,TIAS,S,6,111.2
10,XX00105,20191016,1625,1425,1555,HGH,TIAS,M,8,228.6
10,XX00109,20191016,1635,1435,1605,HKG,TIAS,S,6,195.6
10,XX00116,20191016,1710,1510,1640,SFO,TIAS,L,9,532.8
10,XX00123,20191016,1720,1520,1650,SHE,TIAS,S,6,124
10,XX00136,20191016,1800,1600,1730,YVR,TIAS,S,2,0
10,XX00140,20191016,1840,1640,1810,PVG,TIAS,S,10,172
10,XX00142,20191016,1920,1720,1850,CKG,TIAS,S,11,102
10,XX00156,20191016,2025,1825,1955,DLC,TIAS,S,8,121
11,XX00010,20191016,0710,0510,0640,CEB,TIAS,M,3,248.2
11,XX00018,20191016,0810,0610,0740,CTU,TIAS,S,9,89.8
11,XX00036,20191016,0900,0700,0830,PVG,TIAS,M,1,280.6
11,XX00047,20191016,1005,0805,0935,PVG,TIAS,L,7,333.2
11,XX00064,20191016,1155,0955,1125,CSX,TIAS,S,5,120
11,XX00065,20191016,1200,1000,1130,HFE,TIAS,S,10,139
11,XX00085,20191016,1410,1210,1340,HKG,TIAS,S,6,132.8
11,XX00086,20191016,1420,1220,1350,KIX,TIAS,M,6,226
11,XX00097,20191016,1520,1320,1450,SZX,TIAS,L,3,307.8
11,XX00117,20191016,1710,1510,1640,PVG,TIAS,S,8,157
11,XX00127,20191016,1730,1530,1700,WUX,TIAS,S,10,59
11,XX00148,20191016,1945,1745,1915,HAK,TIAS,S,2,34
11,XX00164,20191016,2330,2130,2300,SYD,TIAS,L,8,462.4
