CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00174,20190917,0020,2220,2350,AMS,TIAS,S,1,50.7
10,XX00007,20190917,0655,0455,0625,OKA,TIAS,S,6,176
10,XX00011,20190917,0720,0520,0650,SGN,TIAS,L,9,568
10,XX00019,20190917,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00040,20190917,0930,0730,0900,NRT,TIAS,L,6,364.2
10,XX00047,20190917,1005,0805,0935,PVG,TIAS,L,7,333.2
10,XX00055,20190917,1115,0915,1045,NGB,TIAS,S,10,139
10,XX00059,20190917,1130,0930,1100,SFO,TIAS,L,6,590.4
10,XX00067,20190917,1210,1010,1140,KWE,TIAS,S,2,0
10,XX00075,20190917,1250,1050,1220,KIX,TIAS,S,7,148
10,XX00082,20190917,1335,1135,1305,SZX,TIAS,M,8,254
10,XX00093,20190917,1450,1250,1420,FUK,TIAS,S,6,134.6
10,XX00101,20190917,1545,1345,1515,NGO,TIAS,S,7,124
10,XX00105,20190917,1625,1425,1555,HGH,TIAS,M,8,228.6
10,XX00119,20190917,1715,1515,1645,TNA,TIAS,S,6,112
10,XX00133,20190917,1745,1545,1715,KWL,TIAS,S,8,103
10,XX00134,20190917,1750,1550,1720,PVG,TIAS,M,11,249
10,XX00145,20190917,1930,1730,1900,JFK,TIAS,L,8,608.4
10,XX00146,20190917,1940,1740,1910,YYZ,TIAS,L,8,568.8
10,XX00160,20190917,2210,2010,2140,IAH,TIAS,L,8,592.2
10,XX00165,20190917,2330,2130,2300,HNL,TIAS,M,10,298.8
10,XX00170,20190917,2350,2150,2320,CDG,TIAS,L,8,429.7
11,XX00010,20190917,0710,0510,0640,CEB,TIAS,M,3,248.2
11,XX00014,20190917,0740,0540,0710,SIN,TIAS,L,9,447.4
11,XX00030,20190917,0845,0645,0815,TSN,TIAS,S,10,90
11,XX00033,20190917,0855,0655,0825,KIX,TIAS,S,7,128
11,XX00041,20190917,0930,0730,0900,CTS,TIAS,M,3,270.6
11,XX00053,20190917,1055,0855,1025,PVG,TIAS,M,1,252
11,XX00054,20190917,1105,0905,1035,HKD,TIAS,S,8,138
11,XX00065,20190917,1200,1000,1130,HFE,TIAS,S,10,139
11,XX00070,20190917,1230,1030,1200,KIX,TIAS,S,8,153
11,XX00085,20190917,1410,1210,1340,HKG,TIAS,S,6,132.8
11,XX00094,20190917,1500,1300,1430,PVG,TIAS,M,10,209
11,XX00096,20190917,1520,1320,1450,PEK,TIAS,M,8,289.8
11,XX00109,20190917,1635,1435,1605,HKG,TIAS,S,6,195.6
11,XX00121,20190917,1720,1520,1650,HIJ,TIAS,S,5,183.4
11,XX00129,20190917,1735,1535,1705,SIN,TIAS,M,7,249
11,XX00141,20190917,1920,1720,1850,LAX,TIAS,L,6,563.4
11,XX00153,20190917,2005,1805,1935,ORD,TIAS,L,8,628.2
11,XX00155,20190917,2025,1825,1955,ICN,TIAS,S,6,186.4
11,XX00172,20190917,2355,2155,2325,LAX,TIAS,L,6,543.6
12,XX00001,20190917,0620,0420,0550,CTS,TIAS,S,1,182
12,XX00002,20190917,0630,0430,0600,KIX,TIAS,S,1,180.2
12,XX00023,20190917,0815,0615,0745,KOJ,TIAS,S,5,68.8
12,XX00025,20190917,0830,0630,0800,CGO,TIAS,S,10,68
12,XX00060,20190917,1135,0935,1105,SFO,TIAS,L,9,644.4
12,XX00072,20190917,1230,1030,1200,HRB,TIAS,S,8,107
12,XX00078,20190917,1315,1115,1245,PEK,TIAS,M,11,249
12,XX00083,20190917,1410,1210,1340,ICN,TIAS,L,9,399
12,XX00118,20190917,1715,1515,1645,NGO,TIAS,M,2,268.2
12,XX00124,20190917,1725,1525,1655,KIX,TIAS,M,3,246.2
12,XX00140,20190917,1840,1640,1810,PVG,TIAS,S,10,172
12,XX00143,20190917,1925,1725,1855,JJN,TIAS,S,1,153
12,XX00144,20190917,1930,1730,1900,SGN,TIAS,L,8,379.8
12,XX00159,20190917,2150,1950,2120,HKG,TIAS,S,6,150.6
12,XX00163,20190917,2330,2130,2300,SFO,TIAS,L,6,660.6
2,XX00175,20190917,0230,0030,0200,TAE,TIAS,S,1,0
2,XX00003,20190917,0640,0440,0610,KUL,TIAS,M,1,285.4
2,XX00012,20190917,0735,0535,0705,BKK,TIAS,L,10,539
2,XX00015,20190917,0800,0600,0730,HKG,TIAS,M,7,214.4
2,XX00036,20190917,0900,0700,0830,PVG,TIAS,M,1,280.6
2,XX00039,20190917,0915,0715,0845,HAN,TIAS,S,9,182.8
2,XX00068,20190917,1215,1015,1145,TYN,TIAS,S,10,102
2,XX00071,20190917,1230,1030,1200,HGH,TIAS,S,11,142
2,XX00091,20190917,1445,1245,1415,MFM,TIAS,S,6,111.2
2,XX00097,20190917,1520,1320,1450,SZX,TIAS,L,3,307.8
2,XX00110,20190917,1635,1435,1605,ICN,TIAS,M,9,250
2,XX00114,20190917,1700,1500,1630,LAX,TIAS,L,9,628.2
2,XX00115,20190917,1705,1505,1635,MNL,TIAS,S,2,0
2,XX00126,20190917,1730,1530,1700,JFK,TIAS,L,3,604.8
2,XX00142,20190917,1920,1720,1850,CKG,TIAS,S,11,102
2,XX00151,20190917,1955,1755,1925,CTU,TIAS,S,2,0
2,XX00164,20190917,2330,2130,2300,SYD,TIAS,L,8,462.4
3,XX00005,20190917,0650,0450,0620,CGQ,TIAS,S,8,119
3,XX00006,20190917,0655,0455,0625,SYX,TIAS,S,11,99.4
3,XX00021,20190917,0810,0610,0740,FUK,TIAS,S,3,173.8
3,XX00029,20190917,0845,0645,0815,PNH,TIAS,M,1,237.4
3,XX00044,20190917,1000,0800,0930,MFM,TIAS,S,6,191.6
3,XX00058,20190917,1125,0925,1055,FOC,TIAS,S,1,121
3,XX00062,20190917,1155,0955,1125,HKG,TIAS,M,7,217.6
3,XX00077,20190917,1300,1100,1230,ICN,TIAS,S,9,0
3,XX00088,20190917,1435,1235,1405,CAN,TIAS,M,8,268
3,XX00090,20190917,1440,1240,1410,NRT,TIAS,M,3,276.4
3,XX00102,20190917,1605,1405,1535,WUX,TIAS,L,2,301.8
3,XX00113,20190917,1645,1445,1615,TAO,TIAS,S,4,125
3,XX00125,20190917,1725,1525,1655,NKG,TIAS,S,10,173
3,XX00135,20190917,1750,1550,1720,NGB,TIAS,S,2,0
3,XX00139,20190917,1820,1620,1750,NNG,TIAS,S,8,131
3,XX00149,20190917,1950,1750,1920,SFO,TIAS,L,6,676.8
3,XX00167,20190917,2340,2140,2310,SFO,TIAS,L,11,612
3,XX00171,20190917,2355,2155,2325,YVR,TIAS,L,7,617.4
4,XX00176,20190917,0310,0110,0240,PUS,TIAS,M,1,219
4,XX00009,20190917,0700,0500,0630,HKG,TIAS,S,6,158.6
4,XX00017,20190917,0810,0610,0740,CAN,TIAS,S,10,198.2
4,XX00027,20190917,0835,0635,0805,CTS,TIAS,L,8,383.8
4,XX00028,20190917,0840,0640,0810,XMN,TIAS,M,6,295.4
4,XX00034,20190917,0855,0655,0825,MFM,TIAS,S,6,134.4
