CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00005,20191115,0650,0450,0620,CGQ,TIAS,S,8,119
1,XX00007,20191115,0655,0455,0625,OKA,TIAS,S,6,176
1,XX00027,20191115,0835,0635,0805,CTS,TIAS,L,8,383.8
1,XX00030,20191115,0845,0645,0815,TSN,TIAS,S,10,90
1,XX00041,20191115,0930,0730,0900,CTS,TIAS,M,3,270.6
1,XX00047,20191115,1005,0805,0935,PVG,TIAS,L,7,333.2
1,XX00050,20191115,1015,0815,0945,SDJ,TIAS,S,8,151.2
1,XX00051,20191115,1020,0820,0950,NRT,TIAS,S,8,189
1,XX00057,20191115,1125,0925,1055,XMN,TIAS,S,1,149
1,XX00061,20191115,1145,0945,1115,CGO,TIAS,S,8,57
1,XX00062,20191115,1155,0955,1125,HKG,TIAS,M,7,217.6
1,XX00088,20191115,1435,1235,1405,CAN,TIAS,M,8,268
1,XX00089,20191115,1435,1235,1405,LJG,TIAS,S,10,118
1,XX00106,20191115,1625,1425,1555,SZX,TIAS,L,8,324
1,XX00112,20191115,1645,1445,1615,NGB,TIAS,S,8,96.2
1,XX00136,20191115,1800,1600,1730,YVR,TIAS,S,2,0
1,XX00137,20191115,1810,1610,1740,HKG,TIAS,M,6,268.2
1,XX00146,20191115,1940,1740,1910,YYZ,TIAS,L,8,568.8
1,XX00158,20191115,2110,1910,2040,BKK,TIAS,L,6,331.6
10,XX00176,20191115,0310,0110,0240,PUS,TIAS,M,1,219
10,XX00008,20191115,0655,0455,0625,ICN,TIAS,S,10,194.4
10,XX00011,20191115,0720,0520,0650,SGN,TIAS,L,9,568
10,XX00014,20191115,0740,0540,0710,SIN,TIAS,L,9,447.4
10,XX00026,20191115,0830,0630,0800,KIX,TIAS,M,3,222.8
10,XX00032,20191115,0850,0650,0820,NRT,TIAS,L,3,312.4
10,XX00055,20191115,1115,0915,1045,NGB,TIAS,S,10,139
10,XX00070,20191115,1230,1030,1200,KIX,TIAS,S,8,153
10,XX00080,20191115,1320,1120,1250,NRT,TIAS,S,7,142
10,XX00084,20191115,1410,1210,1340,SIN,TIAS,M,9,251
10,XX00090,20191115,1440,1240,1410,NRT,TIAS,M,3,276.4
10,XX00092,20191115,1450,1250,1420,FSZ,TIAS,S,5,93.2
10,XX00105,20191115,1625,1425,1555,HGH,TIAS,M,8,228.6
10,XX00125,20191115,1725,1525,1655,NKG,TIAS,S,10,173
10,XX00126,20191115,1730,1530,1700,JFK,TIAS,L,3,604.8
10,XX00148,20191115,1945,1745,1915,HAK,TIAS,S,2,34
10,XX00150,20191115,1950,1750,1920,YNT,TIAS,S,4,125
10,XX00169,20191115,2350,2150,2320,LAX,TIAS,L,11,603
11,XX00017,20191115,0810,0610,0740,CAN,TIAS,S,10,198.2
11,XX00025,20191115,0830,0630,0800,CGO,TIAS,S,10,68
11,XX00036,20191115,0900,0700,0830,PVG,TIAS,M,1,280.6
11,XX00066,20191115,1205,1005,1135,WUX,TIAS,S,6,126
11,XX00068,20191115,1215,1015,1145,TYN,TIAS,S,10,102
11,XX00082,20191115,1335,1135,1305,SZX,TIAS,M,8,254
11,XX00103,20191115,1620,1420,1550,NRT,TIAS,S,1,153.8
11,XX00113,20191115,1645,1445,1615,TAO,TIAS,S,4,125
11,XX00128,20191115,1730,1530,1700,HKG,TIAS,M,7,216.8
11,XX00130,20191115,1735,1535,1705,SZX,TIAS,S,6,109
11,XX00135,20191115,1750,1550,1720,NGB,TIAS,S,2,0
11,XX00151,20191115,1955,1755,1925,CTU,TIAS,S,2,0
11,XX00152,20191115,2000,1800,1930,HKG,TIAS,M,2,232
11,XX00159,20191115,2150,1950,2120,HKG,TIAS,S,6,150.6
11,XX00172,20191115,2355,2155,2325,LAX,TIAS,L,6,543.6
12,XX00174,20191115,0020,2220,2350,AMS,TIAS,S,1,50.7
12,XX00165,20191115,2330,2130,2300,HNL,TIAS,M,10,298.8
2,XX00010,20191115,0710,0510,0640,CEB,TIAS,M,3,248.2
2,XX00018,20191115,0810,0610,0740,CTU,TIAS,S,9,89.8
2,XX00019,20191115,0810,0610,0740,HKG,TIAS,S,6,160.4
2,XX00029,20191115,0845,0645,0815,PNH,TIAS,M,1,237.4
2,XX00045,20191115,1000,0800,0930,DPS,TIAS,S,2,192.4
2,XX00046,20191115,1000,0800,0930,NRT,TIAS,M,7,251
2,XX00048,20191115,1015,0815,0945,HKG,TIAS,S,6,136.2
2,XX00069,20191115,1225,1025,1155,NRT,TIAS,L,3,338
2,XX00072,20191115,1230,1030,1200,HRB,TIAS,S,8,107
2,XX00086,20191115,1420,1220,1350,KIX,TIAS,M,6,226
2,XX00096,20191115,1520,1320,1450,PEK,TIAS,M,8,289.8
2,XX00099,20191115,1530,1330,1500,MNL,TIAS,L,2,360.6
2,XX00118,20191115,1715,1515,1645,NGO,TIAS,M,2,268.2
2,XX00122,20191115,1720,1520,1650,HIJ,TIAS,S,5,184.4
2,XX00129,20191115,1735,1535,1705,SIN,TIAS,M,7,249
2,XX00149,20191115,1950,1750,1920,SFO,TIAS,L,6,676.8
2,XX00155,20191115,2025,1825,1955,ICN,TIAS,S,6,186.4
2,XX00162,20191115,2320,2120,2250,MEL,TIAS,L,8,446.6
2,XX00171,20191115,2355,2155,2325,YVR,TIAS,L,7,617.4
3,XX00006,20191115,0655,0455,0625,SYX,TIAS,S,11,99.4
3,XX00016,20191115,0800,0600,0730,TOY,TIAS,S,8,163
3,XX00020,20191115,0810,0610,0740,KIX,TIAS,S,2,0
3,XX00038,20191115,0910,0710,0840,SGN,TIAS,L,9,382
3,XX00043,20191115,0955,0755,0925,SIN,TIAS,L,7,341.4
3,XX00059,20191115,1130,0930,1100,SFO,TIAS,L,6,590.4
3,XX00074,20191115,1240,1040,1210,HKG,TIAS,S,6,141.2
3,XX00077,20191115,1300,1100,1230,ICN,TIAS,S,9,0
3,XX00083,20191115,1410,1210,1340,ICN,TIAS,L,9,399
3,XX00100,20191115,1535,1335,1505,PEK,TIAS,M,1,277.8
3,XX00102,20191115,1605,1405,1535,WUX,TIAS,L,2,301.8
3,XX00116,20191115,1710,1510,1640,SFO,TIAS,L,9,532.8
3,XX00123,20191115,1720,1520,1650,SHE,TIAS,S,6,124
3,XX00124,20191115,1725,1525,1655,KIX,TIAS,M,3,246.2
