CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00175,20190827,0230,0030,0200,TAE,TIAS,S,1,0
1,XX00010,20190827,0710,0510,0640,CEB,TIAS,M,3,248.2
1,XX00015,20190827,0800,0600,0730,HKG,TIAS,M,7,214.4
1,XX00022,20190827,0815,0615,0745,OKA,TIAS,M,1,201
1,XX00044,20190827,1000,0800,0930,MFM,TIAS,S,6,191.6
1,XX00063,20190827,1155,0955,1125,TNA,TIAS,S,4,125
1,XX00079,20190827,1315,1115,1245,PUS,TIAS,M,8,208
1,XX00088,20190827,1435,1235,1405,CAN,TIAS,M,8,268
1,XX00113,20190827,1645,1445,1615,TAO,TIAS,S,4,125
1,XX00118,20190827,1715,1515,1645,NGO,TIAS,M,2,268.2
1,XX00143,20190827,1925,1725,1855,JJN,TIAS,S,1,153
1,XX00156,20190827,2025,1825,1955,DLC,TIAS,S,8,121
1,XX00168,20190827,2345,2145,2315,BNE,TIAS,L,8,450.9
10,XX00003,20190827,0640,0440,0610,KUL,TIAS,M,1,285.4
10,XX00023,20190827,0815,0615,0745,KOJ,TIAS,S,5,68.8
10,XX00028,20190827,0840,0640,0810,XMN,TIAS,M,6,295.4
10,XX00039,20190827,0915,0715,0845,HAN,TIAS,S,9,182.8
10,XX00045,20190827,1000,0800,0930,DPS,TIAS,S,2,192.4
10,XX00048,20190827,1015,0815,0945,HKG,TIAS,S,6,136.2
10,XX00061,20190827,1145,0945,1115,CGO,TIAS,S,8,57
10,XX00064,20190827,1155,0955,1125,CSX,TIAS,S,5,120
10,XX00075,20190827,1250,1050,1220,KIX,TIAS,S,7,148
10,XX00096,20190827,1520,1320,1450,PEK,TIAS,M,8,289.8
10,XX00097,20190827,1520,1320,1450,SZX,TIAS,L,3,307.8
10,XX00119,20190827,1715,1515,1645,TNA,TIAS,S,6,112
10,XX00121,20190827,1720,1520,1650,HIJ,TIAS,S,5,183.4
10,XX00136,20190827,1800,1600,1730,YVR,TIAS,S,2,0
10,XX00140,20190827,1840,1640,1810,PVG,TIAS,S,10,172
10,XX00151,20190827,1955,1755,1925,CTU,TIAS,S,2,0
10,XX00166,20190827,2340,2140,2310,SEA,TIAS,L,7,635.4
11,XX00002,20190827,0630,0430,0600,KIX,TIAS,S,1,180.2
11,XX00019,20190827,0810,0610,0740,HKG,TIAS,S,6,160.4
11,XX00029,20190827,0845,0645,0815,PNH,TIAS,M,1,237.4
11,XX00053,20190827,1055,0855,1025,PVG,TIAS,M,1,252
11,XX00071,20190827,1230,1030,1200,HGH,TIAS,S,11,142
11,XX00086,20190827,1420,1220,1350,KIX,TIAS,M,6,226
11,XX00095,20190827,1515,1315,1445,ICN,TIAS,L,2,311.6
11,XX00114,20190827,1700,1500,1630,LAX,TIAS,L,9,628.2
11,XX00116,20190827,1710,1510,1640,SFO,TIAS,L,9,532.8
11,XX00132,20190827,1745,1545,1715,WNZ,TIAS,S,11,124
11,XX00144,20190827,1930,1730,1900,SGN,TIAS,L,8,379.8
11,XX00158,20190827,2110,1910,2040,BKK,TIAS,L,6,331.6
11,XX00167,20190827,2340,2140,2310,SFO,TIAS,L,11,612
12,XX00005,20190827,0650,0450,0620,CGQ,TIAS,S,8,119
12,XX00017,20190827,0810,0610,0740,CAN,TIAS,S,10,198.2
12,XX00032,20190827,0850,0650,0820,NRT,TIAS,L,3,312.4
12,XX00046,20190827,1000,0800,0930,NRT,TIAS,M,7,251
12,XX00052,20190827,1025,0825,0955,SWA,TIAS,S,7,58
12,XX00054,20190827,1105,0905,1035,HKD,TIAS,S,8,138
12,XX00072,20190827,1230,1030,1200,HRB,TIAS,S,8,107
12,XX00074,20190827,1240,1040,1210,HKG,TIAS,S,6,141.2
12,XX00078,20190827,1315,1115,1245,PEK,TIAS,M,11,249
12,XX00101,20190827,1545,1345,1515,NGO,TIAS,S,7,124
12,XX00103,20190827,1620,1420,1550,NRT,TIAS,S,1,153.8
12,XX00112,20190827,1645,1445,1615,NGB,TIAS,S,8,96.2
12,XX00126,20190827,1730,1530,1700,JFK,TIAS,L,3,604.8
12,XX00131,20190827,1740,1540,1710,KIX,TIAS,S,6,132.2
12,XX00141,20190827,1920,1720,1850,LAX,TIAS,L,6,563.4
12,XX00149,20190827,1950,1750,1920,SFO,TIAS,L,6,676.8
12,XX00165,20190827,2330,2130,2300,HNL,TIAS,M,10,298.8
12,XX00173,20190827,2355,2155,2325,YVR,TIAS,L,10,464.4
2,XX00174,20190827,0020,2220,2350,AMS,TIAS,S,1,50.7
3,XX00001,20190827,0620,0420,0550,CTS,TIAS,S,1,182
3,XX00009,20190827,0700,0500,0630,HKG,TIAS,S,6,158.6
3,XX00016,20190827,0800,0600,0730,TOY,TIAS,S,8,163
3,XX00036,20190827,0900,0700,0830,PVG,TIAS,M,1,280.6
3,XX00040,20190827,0930,0730,0900,NRT,TIAS,L,6,364.2
3,XX00051,20190827,1020,0820,0950,NRT,TIAS,S,8,189
3,XX00067,20190827,1210,1010,1140,KWE,TIAS,S,2,0
3,XX00070,20190827,1230,1030,1200,KIX,TIAS,S,8,153
3,XX00082,20190827,1335,1135,1305,SZX,TIAS,M,8,254
3,XX00085,20190827,1410,1210,1340,HKG,TIAS,S,6,132.8
3,XX00089,20190827,1435,1235,1405,LJG,TIAS,S,10,118
3,XX00104,20190827,1620,1420,1550,MFM,TIAS,S,6,132
3,XX00110,20190827,1635,1435,1605,ICN,TIAS,M,9,250
3,XX00124,20190827,1725,1525,1655,KIX,TIAS,M,3,246.2
3,XX00147,20190827,1940,1740,1910,PEK,TIAS,S,2,140
3,XX00154,20190827,2020,1820,1950,SJW,TIAS,S,2,0
3,XX00162,20190827,2320,2120,2250,MEL,TIAS,L,8,446.6
4,XX00006,20190827,0655,0455,0625,SYX,TIAS,S,11,99.4
4,XX00012,20190827,0735,0535,0705,BKK,TIAS,L,10,539
4,XX00030,20190827,0845,0645,0815,TSN,TIAS,S,10,90
4,XX00035,20190827,0900,0700,0830,CGK,TIAS,L,1,340.8
4,XX00050,20190827,1015,0815,0945,SDJ,TIAS,S,8,151.2
4,XX00058,20190827,1125,0925,1055,FOC,TIAS,S,1,121
4,XX00065,20190827,1200,1000,1130,HFE,TIAS,S,10,139
4,XX00076,20190827,1300,1100,1230,CAN,TIAS,S,2,144
4,XX00091,20190827,1445,1245,1415,MFM,TIAS,S,6,111.2
4,XX00098,20190827,1520,1320,1450,NRT,TIAS,S,2,168.6
4,XX00109,20190827,1635,1435,1605,HKG,TIAS,S,6,195.6
4,XX00120,20190827,1720,1520,1650,OKA,TIAS,S,1,190
4,XX00127,20190827,1730,1530,1700,WUX,TIAS,S,10,59
4,XX00128,20190827,1730,1530,1700,HKG,TIAS,M,7,216.8
4,XX00142,20190827,1920,1720,1850,CKG,TIAS,S,11,102
4,XX00170,20190827,2350,2150,2320,CDG,TIAS,L,8,429.7
4,XX00171,20190827,2355,2155,2325,YVR,TIAS,L,7,617.4
5,XX00004,20190827,0650,0450,0620,FUK,TIAS,S,11,196.4
5,XX00024,20190827,0815,0615,0745,NGO,TIAS,S,1,159
5,XX00027,20190827,0835,0635,0805,CTS,TIAS,L,8,383.8
5,XX00037,20190827,0910,0710,0840,MNL,TIAS,L,10,580.6
5,XX00049,20190827,1015,0815,0945,HRB,TIAS,S,2,139
5,XX00059,20190827,1130,0930,1100,SFO,TIAS,L,6,590.4
5,XX00069,20190827,1225,1025,1155,NRT,TIAS,L,3,338
5,XX00084,20190827,1410,1210,1340,SIN,TIAS,M,9,251
5,XX00094,20190827,1500,1300,1430,PVG,TIAS,M,10,209
5,XX00106,20190827,1625,1425,1555,SZX,TIAS,L,8,324
5,XX00125,20190827,1725,1525,1655,NKG,TIAS,S,10,173
5,XX00137,20190827,1810,1610,1740,HKG,TIAS,M,6,268.2
5,XX00145,20190827,1930,1730,1900,JFK,TIAS,L,8,608.4
