CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00008,20190910,0655,0455,0625,ICN,TIAS,S,10,194.4
1,XX00019,20190910,0810,0610,0740,HKG,TIAS,S,6,160.4
1,XX00029,20190910,0845,0645,0815,PNH,TIAS,M,1,237.4
1,XX00042,20190910,0950,0750,0920,KIX,TIAS,L,5,349.8
1,XX00055,20190910,1115,0915,1045,NGB,TIAS,S,10,139
1,XX00066,20190910,1205,1005,1135,WUX,TIAS,S,6,126
1,XX00076,20190910,1300,1100,1230,CAN,TIAS,S,2,144
1,XX00100,20190910,1535,1335,1505,PEK,TIAS,M,1,277.8
1,XX00104,20190910,1620,1420,1550,MFM,TIAS,S,6,132
1,XX00114,20190910,1700,1500,1630,LAX,TIAS,L,9,628.2
1,XX00131,20190910,1740,1540,1710,KIX,TIAS,S,6,132.2
1,XX00134,20190910,1750,1550,1720,PVG,TIAS,M,11,249
1,XX00139,20190910,1820,1620,1750,NNG,TIAS,S,8,131
1,XX00145,20190910,1930,1730,1900,JFK,TIAS,L,8,608.4
1,XX00153,20190910,2005,1805,1935,ORD,TIAS,L,8,628.2
1,XX00158,20190910,2110,1910,2040,BKK,TIAS,L,6,331.6
1,XX00163,20190910,2330,2130,2300,SFO,TIAS,L,6,660.6
10,XX00004,20190910,0650,0450,0620,FUK,TIAS,S,11,196.4
10,XX00012,20190910,0735,0535,0705,BKK,TIAS,L,10,539
10,XX00035,20190910,0900,0700,0830,CGK,TIAS,L,1,340.8
10,XX00045,20190910,1000,0800,0930,DPS,TIAS,S,2,192.4
10,XX00051,20190910,1020,0820,0950,NRT,TIAS,S,8,189
10,XX00063,20190910,1155,0955,1125,TNA,TIAS,S,4,125
10,XX00070,20190910,1230,1030,1200,KIX,TIAS,S,8,153
10,XX00090,20190910,1440,1240,1410,NRT,TIAS,M,3,276.4
10,XX00111,20190910,1645,1445,1615,PVG,TIAS,M,5,257
10,XX00127,20190910,1730,1530,1700,WUX,TIAS,S,10,59
10,XX00147,20190910,1940,1740,1910,PEK,TIAS,S,2,140
11,XX00009,20190910,0700,0500,0630,HKG,TIAS,S,6,158.6
11,XX00022,20190910,0815,0615,0745,OKA,TIAS,M,1,201
11,XX00028,20190910,0840,0640,0810,XMN,TIAS,M,6,295.4
11,XX00036,20190910,0900,0700,0830,PVG,TIAS,M,1,280.6
11,XX00044,20190910,1000,0800,0930,MFM,TIAS,S,6,191.6
11,XX00058,20190910,1125,0925,1055,FOC,TIAS,S,1,121
11,XX00075,20190910,1250,1050,1220,KIX,TIAS,S,7,148
11,XX00080,20190910,1320,1120,1250,NRT,TIAS,S,7,142
11,XX00083,20190910,1410,1210,1340,ICN,TIAS,L,9,399
11,XX00096,20190910,1520,1320,1450,PEK,TIAS,M,8,289.8
11,XX00113,20190910,1645,1445,1615,TAO,TIAS,S,4,125
11,XX00115,20190910,1705,1505,1635,MNL,TIAS,S,2,0
11,XX00132,20190910,1745,1545,1715,WNZ,TIAS,S,11,124
11,XX00142,20190910,1920,1720,1850,CKG,TIAS,S,11,102
11,XX00172,20190910,2355,2155,2325,LAX,TIAS,L,6,543.6
12,XX00002,20190910,0630,0430,0600,KIX,TIAS,S,1,180.2
12,XX00014,20190910,0740,0540,0710,SIN,TIAS,L,9,447.4
12,XX00032,20190910,0850,0650,0820,NRT,TIAS,L,3,312.4
12,XX00050,20190910,1015,0815,0945,SDJ,TIAS,S,8,151.2
12,XX00062,20190910,1155,0955,1125,HKG,TIAS,M,7,217.6
12,XX00065,20190910,1200,1000,1130,HFE,TIAS,S,10,139
12,XX00081,20190910,1325,1125,1255,CGO,TIAS,S,5,197.6
12,XX00086,20190910,1420,1220,1350,KIX,TIAS,M,6,226
12,XX00103,20190910,1620,1420,1550,NRT,TIAS,S,1,153.8
12,XX00124,20190910,1725,1525,1655,KIX,TIAS,M,3,246.2
12,XX00129,20190910,1735,1535,1705,SIN,TIAS,M,7,249
12,XX00150,20190910,1950,1750,1920,YNT,TIAS,S,4,125
12,XX00155,20190910,2025,1825,1955,ICN,TIAS,S,6,186.4
12,XX00170,20190910,2350,2150,2320,CDG,TIAS,L,8,429.7
2,XX00023,20190910,0815,0615,0745,KOJ,TIAS,S,5,68.8
2,XX00026,20190910,0830,0630,0800,KIX,TIAS,M,3,222.8
2,XX00046,20190910,1000,0800,0930,NRT,TIAS,M,7,251
2,XX00056,20190910,1120,0920,1050,LAX,TIAS,L,6,543.6
2,XX00059,20190910,1130,0930,1100,SFO,TIAS,L,6,590.4
2,XX00069,20190910,1225,1025,1155,NRT,TIAS,L,3,338
2,XX00084,20190910,1410,1210,1340,SIN,TIAS,M,9,251
2,XX00088,20190910,1435,1235,1405,CAN,TIAS,M,8,268
2,XX00098,20190910,1520,1320,1450,NRT,TIAS,S,2,168.6
2,XX00109,20190910,1635,1435,1605,HKG,TIAS,S,6,195.6
2,XX00130,20190910,1735,1535,1705,SZX,TIAS,S,6,109
2,XX00137,20190910,1810,1610,1740,HKG,TIAS,M,6,268.2
2,XX00141,20190910,1920,1720,1850,LAX,TIAS,L,6,563.4
2,XX00157,20190910,2030,1830,2000,MNL,TIAS,L,8,319.4
2,XX00161,20190910,2215,2015,2145,IST,TIAS,L,9,374.4
2,XX00164,20190910,2330,2130,2300,SYD,TIAS,L,8,462.4
3,XX00001,20190910,0620,0420,0550,CTS,TIAS,S,1,182
3,XX00006,20190910,0655,0455,0625,SYX,TIAS,S,11,99.4
3,XX00013,20190910,0740,0540,0710,SYD,TIAS,L,9,426.8
3,XX00021,20190910,0810,0610,0740,FUK,TIAS,S,3,173.8
