CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00001,20190906,0620,0420,0550,CTS,TIAS,S,1,182
1,XX00020,20190906,0810,0610,0740,KIX,TIAS,S,2,0
1,XX00035,20190906,0900,0700,0830,CGK,TIAS,L,1,340.8
1,XX00044,20190906,1000,0800,0930,MFM,TIAS,S,6,191.6
1,XX00050,20190906,1015,0815,0945,SDJ,TIAS,S,8,151.2
1,XX00067,20190906,1210,1010,1140,KWE,TIAS,S,2,0
1,XX00077,20190906,1300,1100,1230,ICN,TIAS,S,9,0
1,XX00084,20190906,1410,1210,1340,SIN,TIAS,M,9,251
1,XX00106,20190906,1625,1425,1555,SZX,TIAS,L,8,324
1,XX00107,20190906,1630,1430,1600,PVG,TIAS,L,8,338
1,XX00130,20190906,1735,1535,1705,SZX,TIAS,S,6,109
1,XX00133,20190906,1745,1545,1715,KWL,TIAS,S,8,103
1,XX00139,20190906,1820,1620,1750,NNG,TIAS,S,8,131
1,XX00147,20190906,1940,1740,1910,PEK,TIAS,S,2,140
1,XX00150,20190906,1950,1750,1920,YNT,TIAS,S,4,125
1,XX00156,20190906,2025,1825,1955,DLC,TIAS,S,8,121
1,XX00162,20190906,2320,2120,2250,MEL,TIAS,L,8,446.6
1,XX00171,20190906,2355,2155,2325,YVR,TIAS,L,7,617.4
10,XX00174,20190906,0020,2220,2350,AMS,TIAS,S,1,50.7
11,XX00007,20190906,0655,0455,0625,OKA,TIAS,S,6,176
11,XX00018,20190906,0810,0610,0740,CTU,TIAS,S,9,89.8
11,XX00027,20190906,0835,0635,0805,CTS,TIAS,L,8,383.8
11,XX00029,20190906,0845,0645,0815,PNH,TIAS,M,1,237.4
11,XX00051,20190906,1020,0820,0950,NRT,TIAS,S,8,189
11,XX00062,20190906,1155,0955,1125,HKG,TIAS,M,7,217.6
11,XX00071,20190906,1230,1030,1200,HGH,TIAS,S,11,142
11,XX00093,20190906,1450,1250,1420,FUK,TIAS,S,6,134.6
11,XX00094,20190906,1500,1300,1430,PVG,TIAS,M,10,209
11,XX00095,20190906,1515,1315,1445,ICN,TIAS,L,2,311.6
11,XX00110,20190906,1635,1435,1605,ICN,TIAS,M,9,250
11,XX00111,20190906,1645,1445,1615,PVG,TIAS,M,5,257
11,XX00121,20190906,1720,1520,1650,HIJ,TIAS,S,5,183.4
11,XX00153,20190906,2005,1805,1935,ORD,TIAS,L,8,628.2
11,XX00158,20190906,2110,1910,2040,BKK,TIAS,L,6,331.6
11,XX00161,20190906,2215,2015,2145,IST,TIAS,L,9,374.4
11,XX00169,20190906,2350,2150,2320,LAX,TIAS,L,11,603
12,XX00014,20190906,0740,0540,0710,SIN,TIAS,L,9,447.4
12,XX00028,20190906,0840,0640,0810,XMN,TIAS,M,6,295.4
12,XX00037,20190906,0910,0710,0840,MNL,TIAS,L,10,580.6
12,XX00049,20190906,1015,0815,0945,HRB,TIAS,S,2,139
12,XX00055,20190906,1115,0915,1045,NGB,TIAS,S,10,139
12,XX00074,20190906,1240,1040,1210,HKG,TIAS,S,6,141.2
12,XX00080,20190906,1320,1120,1250,NRT,TIAS,S,7,142
12,XX00086,20190906,1420,1220,1350,KIX,TIAS,M,6,226
12,XX00089,20190906,1435,1235,1405,LJG,TIAS,S,10,118
12,XX00122,20190906,1720,1520,1650,HIJ,TIAS,S,5,184.4
12,XX00126,20190906,1730,1530,1700,JFK,TIAS,L,3,604.8
12,XX00136,20190906,1800,1600,1730,YVR,TIAS,S,2,0
12,XX00144,20190906,1930,1730,1900,SGN,TIAS,L,8,379.8
12,XX00149,20190906,1950,1750,1920,SFO,TIAS,L,6,676.8
12,XX00160,20190906,2210,2010,2140,IAH,TIAS,L,8,592.2
12,XX00165,20190906,2330,2130,2300,HNL,TIAS,M,10,298.8
12,XX00172,20190906,2355,2155,2325,LAX,TIAS,L,6,543.6
2,XX00175,20190906,0230,0030,0200,TAE,TIAS,S,1,0
2,XX00006,20190906,0655,0455,0625,SYX,TIAS,S,11,99.4
2,XX00010,20190906,0710,0510,0640,CEB,TIAS,M,3,248.2
2,XX00024,20190906,0815,0615,0745,NGO,TIAS,S,1,159
2,XX00045,20190906,1000,0800,0930,DPS,TIAS,S,2,192.4
2,XX00058,20190906,1125,0925,1055,FOC,TIAS,S,1,121
2,XX00081,20190906,1325,1125,1255,CGO,TIAS,S,5,197.6
2,XX00100,20190906,1535,1335,1505,PEK,TIAS,M,1,277.8
2,XX00108,20190906,1630,1430,1600,FUK,TIAS,L,9,402.6
2,XX00115,20190906,1705,1505,1635,MNL,TIAS,S,2,0
2,XX00131,20190906,1740,1540,1710,KIX,TIAS,S,6,132.2
2,XX00134,20190906,1750,1550,1720,PVG,TIAS,M,11,249
2,XX00135,20190906,1750,1550,1720,NGB,TIAS,S,2,0
2,XX00155,20190906,2025,1825,1955,ICN,TIAS,S,6,186.4
3,XX00003,20190906,0640,0440,0610,KUL,TIAS,M,1,285.4
3,XX00011,20190906,0720,0520,0650,SGN,TIAS,L,9,568
3,XX00019,20190906,0810,0610,0740,HKG,TIAS,S,6,160.4
3,XX00026,20190906,0830,0630,0800,KIX,TIAS,M,3,222.8
3,XX00034,20190906,0855,0655,0825,MFM,TIAS,S,6,134.4
3,XX00046,20190906,1000,0800,0930,NRT,TIAS,M,7,251
3,XX00059,20190906,1130,0930,1100,SFO,TIAS,L,6,590.4
3,XX00063,20190906,1155,0955,1125,TNA,TIAS,S,4,125
3,XX00066,20190906,1205,1005,1135,WUX,TIAS,S,6,126
3,XX00082,20190906,1335,1135,1305,SZX,TIAS,M,8,254
3,XX00103,20190906,1620,1420,1550,NRT,TIAS,S,1,153.8
3,XX00118,20190906,1715,1515,1645,NGO,TIAS,M,2,268.2
3,XX00123,20190906,1720,1520,1650,SHE,TIAS,S,6,124
3,XX00142,20190906,1920,1720,1850,CKG,TIAS,S,11,102
3,XX00152,20190906,2000,1800,1930,HKG,TIAS,M,2,232
3,XX00170,20190906,2350,2150,2320,CDG,TIAS,L,8,429.7
4,XX00002,20190906,0630,0430,0600,KIX,TIAS,S,1,180.2
4,XX00005,20190906,0650,0450,0620,CGQ,TIAS,S,8,119
4,XX00012,20190906,0735,0535,0705,BKK,TIAS,L,10,539
4,XX00016,20190906,0800,0600,0730,TOY,TIAS,S,8,163
4,XX00030,20190906,0845,0645,0815,TSN,TIAS,S,10,90
4,XX00041,20190906,0930,0730,0900,CTS,TIAS,M,3,270.6
4,XX00048,20190906,1015,0815,0945,HKG,TIAS,S,6,136.2
4,XX00064,20190906,1155,0955,1125,CSX,TIAS,S,5,120
4,XX00072,20190906,1230,1030,1200,HRB,TIAS,S,8,107
4,XX00085,20190906,1410,1210,1340,HKG,TIAS,S,6,132.8
4,XX00090,20190906,1440,1240,1410,NRT,TIAS,M,3,276.4
4,XX00098,20190906,1520,1320,1450,NRT,TIAS,S,2,168.6
4,XX00109,20190906,1635,1435,1605,HKG,TIAS,S,6,195.6
4,XX00117,20190906,1710,1510,1640,PVG,TIAS,S,8,157
4,XX00129,20190906,1735,1535,1705,SIN,TIAS,M,7,249
4,XX00137,20190906,1810,1610,1740,HKG,TIAS,M,6,268.2
4,XX00146,20190906,1940,1740,1910,YYZ,TIAS,L,8,568.8
4,XX00154,20190906,2020,1820,1950,SJW,TIAS,S,2,0
4,XX00168,20190906,2345,2145,2315,BNE,TIAS,L,8,450.9
5,XX00013,20190906,0740,0540,0710,SYD,TIAS,L,9,426.8
5,XX00031,20190906,0850,0650,0820,BKK,TIAS,L,9,385.4
5,XX00038,20190906,0910,0710,0840,SGN,TIAS,L,9,382
5,XX00060,20190906,1135,0935,1105,SFO,TIAS,L,9,644.4
5,XX00073,20190906,1230,1030,1200,SZX,TIAS,S,6,122
5,XX00075,20190906,1250,1050,1220,KIX,TIAS,S,7,148
5,XX00079,20190906,1315,1115,1245,PUS,TIAS,M,8,208
5,XX00092,20190906,1450,1250,1420,FSZ,TIAS,S,5,93.2
5,XX00097,20190906,1520,1320,1450,SZX,TIAS,L,3,307.8
5,XX00105,20190906,1625,1425,1555,HGH,TIAS,M,8,228.6
5,XX00120,20190906,1720,1520,1650,OKA,TIAS,S,1,190
5,XX00125,20190906,1725,1525,1655,NKG,TIAS,S,10,173
5,XX00138,20190906,1820,1620,1750,TXN,TIAS,S,8,133
5,XX00143,20190906,1925,1725,1855,JJN,TIAS,S,1,153
5,XX00151,20190906,1955,1755,1925,CTU,TIAS,S,2,0
5,XX00173,20190906,2355,2155,2325,YVR,TIAS,L,10,464.4
6,XX00022,20190906,0815,0615,0745,OKA,TIAS,M,1,201
6,XX00023,20190906,0815,0615,0745,KOJ,TIAS,S,5,68.8
6,XX00033,20190906,0855,0655,0825,KIX,TIAS,S,7,128
6,XX00040,20190906,0930,0730,0900,NRT,TIAS,L,6,364.2
6,XX00052,20190906,1025,0825,0955,SWA,TIAS,S,7,58
6,XX00056,20190906,1120,0920,1050,LAX,TIAS,L,6,543.6
