CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00005,20191218,0650,0450,0620,CGQ,TIAS,S,8,119
1,XX00023,20191218,0815,0615,0745,KOJ,TIAS,S,5,68.8
1,XX00044,20191218,1000,0800,0930,MFM,TIAS,S,6,191.6
1,XX00047,20191218,1005,0805,0935,PVG,TIAS,L,7,333.2
1,XX00056,20191218,1120,0920,1050,LAX,TIAS,L,6,543.6
1,XX00061,20191218,1145,0945,1115,CGO,TIAS,S,8,57
1,XX00071,20191218,1230,1030,1200,HGH,TIAS,S,11,142
1,XX00076,20191218,1300,1100,1230,CAN,TIAS,S,2,144
1,XX00089,20191218,1435,1235,1405,LJG,TIAS,S,10,118
1,XX00093,20191218,1450,1250,1420,FUK,TIAS,S,6,134.6
1,XX00109,20191218,1635,1435,1605,HKG,TIAS,S,6,195.6
1,XX00118,20191218,1715,1515,1645,NGO,TIAS,M,2,268.2
1,XX00120,20191218,1720,1520,1650,OKA,TIAS,S,1,190
1,XX00149,20191218,1950,1750,1920,SFO,TIAS,L,6,676.8
1,XX00153,20191218,2005,1805,1935,ORD,TIAS,L,8,628.2
1,XX00167,20191218,2340,2140,2310,SFO,TIAS,L,11,612
10,XX00004,20191218,0650,0450,0620,FUK,TIAS,S,11,196.4
10,XX00018,20191218,0810,0610,0740,CTU,TIAS,S,9,89.8
10,XX00024,20191218,0815,0615,0745,NGO,TIAS,S,1,159
10,XX00041,20191218,0930,0730,0900,CTS,TIAS,M,3,270.6
10,XX00055,20191218,1115,0915,1045,NGB,TIAS,S,10,139
10,XX00059,20191218,1130,0930,1100,SFO,TIAS,L,6,590.4
10,XX00080,20191218,1320,1120,1250,NRT,TIAS,S,7,142
10,XX00099,20191218,1530,1330,1500,MNL,TIAS,L,2,360.6
10,XX00102,20191218,1605,1405,1535,WUX,TIAS,L,2,301.8
10,XX00135,20191218,1750,1550,1720,NGB,TIAS,S,2,0
10,XX00140,20191218,1840,1640,1810,PVG,TIAS,S,10,172
10,XX00145,20191218,1930,1730,1900,JFK,TIAS,L,8,608.4
10,XX00154,20191218,2020,1820,1950,SJW,TIAS,S,2,0
10,XX00169,20191218,2350,2150,2320,LAX,TIAS,L,11,603
10,XX00170,20191218,2350,2150,2320,CDG,TIAS,L,8,429.7
11,XX00007,20191218,0655,0455,0625,OKA,TIAS,S,6,176
11,XX00022,20191218,0815,0615,0745,OKA,TIAS,M,1,201
11,XX00034,20191218,0855,0655,0825,MFM,TIAS,S,6,134.4
11,XX00045,20191218,1000,0800,0930,DPS,TIAS,S,2,192.4
11,XX00057,20191218,1125,0925,1055,XMN,TIAS,S,1,149
11,XX00072,20191218,1230,1030,1200,HRB,TIAS,S,8,107
11,XX00079,20191218,1315,1115,1245,PUS,TIAS,M,8,208
11,XX00086,20191218,1420,1220,1350,KIX,TIAS,M,6,226
11,XX00104,20191218,1620,1420,1550,MFM,TIAS,S,6,132
11,XX00130,20191218,1735,1535,1705,SZX,TIAS,S,6,109
11,XX00134,20191218,1750,1550,1720,PVG,TIAS,M,11,249
11,XX00144,20191218,1930,1730,1900,SGN,TIAS,L,8,379.8
12,XX00174,20191218,0020,2220,2350,AMS,TIAS,S,1,50.7
12,XX00006,20191218,0655,0455,0625,SYX,TIAS,S,11,99.4
12,XX00011,20191218,0720,0520,0650,SGN,TIAS,L,9,568
12,XX00016,20191218,0800,0600,0730,TOY,TIAS,S,8,163
12,XX00030,20191218,0845,0645,0815,TSN,TIAS,S,10,90
12,XX00042,20191218,0950,0750,0920,KIX,TIAS,L,5,349.8
12,XX00058,20191218,1125,0925,1055,FOC,TIAS,S,1,121
12,XX00074,20191218,1240,1040,1210,HKG,TIAS,S,6,141.2
12,XX00077,20191218,1300,1100,1230,ICN,TIAS,S,9,0
12,XX00084,20191218,1410,1210,1340,SIN,TIAS,M,9,251
12,XX00100,20191218,1535,1335,1505,PEK,TIAS,M,1,277.8
12,XX00110,20191218,1635,1435,1605,ICN,TIAS,M,9,250
12,XX00117,20191218,1710,1510,1640,PVG,TIAS,S,8,157
12,XX00123,20191218,1720,1520,1650,SHE,TIAS,S,6,124
12,XX00146,20191218,1940,1740,1910,YYZ,TIAS,L,8,568.8
12,XX00172,20191218,2355,2155,2325,LAX,TIAS,L,6,543.6
2,XX00001,20191218,0620,0420,0550,CTS,TIAS,S,1,182
2,XX00010,20191218,0710,0510,0640,CEB,TIAS,M,3,248.2
