CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00175,20190926,0230,0030,0200,TAE,TIAS,S,1,0
1,XX00003,20190926,0640,0440,0610,KUL,TIAS,M,1,285.4
1,XX00022,20190926,0815,0615,0745,OKA,TIAS,M,1,201
1,XX00030,20190926,0845,0645,0815,TSN,TIAS,S,10,90
1,XX00046,20190926,1000,0800,0930,NRT,TIAS,M,7,251
1,XX00049,20190926,1015,0815,0945,HRB,TIAS,S,2,139
1,XX00080,20190926,1320,1120,1250,NRT,TIAS,S,7,142
1,XX00094,20190926,1500,1300,1430,PVG,TIAS,M,10,209
1,XX00109,20190926,1635,1435,1605,HKG,TIAS,S,6,195.6
1,XX00116,20190926,1710,1510,1640,SFO,TIAS,L,9,532.8
1,XX00122,20190926,1720,1520,1650,HIJ,TIAS,S,5,184.4
1,XX00135,20190926,1750,1550,1720,NGB,TIAS,S,2,0
1,XX00155,20190926,2025,1825,1955,ICN,TIAS,S,6,186.4
1,XX00170,20190926,2350,2150,2320,CDG,TIAS,L,8,429.7
10,XX00006,20190926,0655,0455,0625,SYX,TIAS,S,11,99.4
10,XX00016,20190926,0800,0600,0730,TOY,TIAS,S,8,163
10,XX00024,20190926,0815,0615,0745,NGO,TIAS,S,1,159
10,XX00028,20190926,0840,0640,0810,XMN,TIAS,M,6,295.4
10,XX00039,20190926,0915,0715,0845,HAN,TIAS,S,9,182.8
10,XX00061,20190926,1145,0945,1115,CGO,TIAS,S,8,57
10,XX00065,20190926,1200,1000,1130,HFE,TIAS,S,10,139
10,XX00070,20190926,1230,1030,1200,KIX,TIAS,S,8,153
10,XX00079,20190926,1315,1115,1245,PUS,TIAS,M,8,208
10,XX00085,20190926,1410,1210,1340,HKG,TIAS,S,6,132.8
10,XX00095,20190926,1515,1315,1445,ICN,TIAS,L,2,311.6
10,XX00111,20190926,1645,1445,1615,PVG,TIAS,M,5,257
10,XX00131,20190926,1740,1540,1710,KIX,TIAS,S,6,132.2
10,XX00138,20190926,1820,1620,1750,TXN,TIAS,S,8,133
10,XX00141,20190926,1920,1720,1850,LAX,TIAS,L,6,563.4
10,XX00149,20190926,1950,1750,1920,SFO,TIAS,L,6,676.8
10,XX00161,20190926,2215,2015,2145,IST,TIAS,L,9,374.4
11,XX00176,20190926,0310,0110,0240,PUS,TIAS,M,1,219
11,XX00010,20190926,0710,0510,0640,CEB,TIAS,M,3,248.2
11,XX00025,20190926,0830,0630,0800,CGO,TIAS,S,10,68
11,XX00027,20190926,0835,0635,0805,CTS,TIAS,L,8,383.8
11,XX00038,20190926,0910,0710,0840,SGN,TIAS,L,9,382
11,XX00041,20190926,0930,0730,0900,CTS,TIAS,M,3,270.6
11,XX00050,20190926,1015,0815,0945,SDJ,TIAS,S,8,151.2
11,XX00064,20190926,1155,0955,1125,CSX,TIAS,S,5,120
11,XX00071,20190926,1230,1030,1200,HGH,TIAS,S,11,142
11,XX00089,20190926,1435,1235,1405,LJG,TIAS,S,10,118
11,XX00091,20190926,1445,1245,1415,MFM,TIAS,S,6,111.2
11,XX00098,20190926,1520,1320,1450,NRT,TIAS,S,2,168.6
11,XX00110,20190926,1635,1435,1605,ICN,TIAS,M,9,250
11,XX00114,20190926,1700,1500,1630,LAX,TIAS,L,9,628.2
11,XX00136,20190926,1800,1600,1730,YVR,TIAS,S,2,0
11,XX00140,20190926,1840,1640,1810,PVG,TIAS,S,10,172
11,XX00162,20190926,2320,2120,2250,MEL,TIAS,L,8,446.6
12,XX00034,20190926,0855,0655,0825,MFM,TIAS,S,6,134.4
12,XX00047,20190926,1005,0805,0935,PVG,TIAS,L,7,333.2
12,XX00057,20190926,1125,0925,1055,XMN,TIAS,S,1,149
12,XX00068,20190926,1215,1015,1145,TYN,TIAS,S,10,102
12,XX00084,20190926,1410,1210,1340,SIN,TIAS,M,9,251
12,XX00113,20190926,1645,1445,1615,TAO,TIAS,S,4,125
