CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00022,20191123,0815,0615,0745,OKA,TIAS,M,1,201
1,XX00030,20191123,0845,0645,0815,TSN,TIAS,S,10,90
1,XX00033,20191123,0855,0655,0825,KIX,TIAS,S,7,128
1,XX00059,20191123,1130,0930,1100,SFO,TIAS,L,6,590.4
1,XX00074,20191123,1240,1040,1210,HKG,TIAS,S,6,141.2
1,XX00088,20191123,1435,1235,1405,CAN,TIAS,M,8,268
1,XX00092,20191123,1450,1250,1420,FSZ,TIAS,S,5,93.2
1,XX00097,20191123,1520,1320,1450,SZX,TIAS,L,3,307.8
1,XX00102,20191123,1605,1405,1535,WUX,TIAS,L,2,301.8
1,XX00106,20191123,1625,1425,1555,SZX,TIAS,L,8,324
1,XX00108,20191123,1630,1430,1600,FUK,TIAS,L,9,402.6
1,XX00117,20191123,1710,1510,1640,PVG,TIAS,S,8,157
1,XX00128,20191123,1730,1530,1700,HKG,TIAS,M,7,216.8
1,XX00159,20191123,2150,1950,2120,HKG,TIAS,S,6,150.6
1,XX00172,20191123,2355,2155,2325,LAX,TIAS,L,6,543.6
10,XX00176,20191123,0310,0110,0240,PUS,TIAS,M,1,219
10,XX00008,20191123,0655,0455,0625,ICN,TIAS,S,10,194.4
10,XX00016,20191123,0800,0600,0730,TOY,TIAS,S,8,163
10,XX00036,20191123,0900,0700,0830,PVG,TIAS,M,1,280.6
10,XX00045,20191123,1000,0800,0930,DPS,TIAS,S,2,192.4
10,XX00054,20191123,1105,0905,1035,HKD,TIAS,S,8,138
10,XX00069,20191123,1225,1025,1155,NRT,TIAS,L,3,338
10,XX00073,20191123,1230,1030,1200,SZX,TIAS,S,6,122
10,XX00085,20191123,1410,1210,1340,HKG,TIAS,S,6,132.8
10,XX00111,20191123,1645,1445,1615,PVG,TIAS,M,5,257
10,XX00118,20191123,1715,1515,1645,NGO,TIAS,M,2,268.2
10,XX00124,20191123,1725,1525,1655,KIX,TIAS,M,3,246.2
10,XX00146,20191123,1940,1740,1910,YYZ,TIAS,L,8,568.8
10,XX00166,20191123,2340,2140,2310,SEA,TIAS,L,7,635.4
10,XX00170,20191123,2350,2150,2320,CDG,TIAS,L,8,429.7
11,XX00014,20191123,0740,0540,0710,SIN,TIAS,L,9,447.4
11,XX00035,20191123,0900,0700,0830,CGK,TIAS,L,1,340.8
11,XX00041,20191123,0930,0730,0900,CTS,TIAS,M,3,270.6
11,XX00048,20191123,1015,0815,0945,HKG,TIAS,S,6,136.2
11,XX00065,20191123,1200,1000,1130,HFE,TIAS,S,10,139
11,XX00067,20191123,1210,1010,1140,KWE,TIAS,S,2,0
11,XX00075,20191123,1250,1050,1220,KIX,TIAS,S,7,148
11,XX00091,20191123,1445,1245,1415,MFM,TIAS,S,6,111.2
11,XX00101,20191123,1545,1345,1515,NGO,TIAS,S,7,124
11,XX00115,20191123,1705,1505,1635,MNL,TIAS,S,2,0
11,XX00119,20191123,1715,1515,1645,TNA,TIAS,S,6,112
11,XX00126,20191123,1730,1530,1700,JFK,TIAS,L,3,604.8
11,XX00137,20191123,1810,1610,1740,HKG,TIAS,M,6,268.2
11,XX00140,20191123,1840,1640,1810,PVG,TIAS,S,10,172
11,XX00155,20191123,2025,1825,1955,ICN,TIAS,S,6,186.4
11,XX00164,20191123,2330,2130,2300,SYD,TIAS,L,8,462.4
11,XX00168,20191123,2345,2145,2315,BNE,TIAS,L,8,450.9
12,XX00006,20191123,0655,0455,0625,SYX,TIAS,S,11,99.4
12,XX00020,20191123,0810,0610,0740,KIX,TIAS,S,2,0
12,XX00027,20191123,0835,0635,0805,CTS,TIAS,L,8,383.8
12,XX00028,20191123,0840,0640,0810,XMN,TIAS,M,6,295.4
12,XX00039,20191123,0915,0715,0845,HAN,TIAS,S,9,182.8
12,XX00044,20191123,1000,0800,0930,MFM,TIAS,S,6,191.6
12,XX00062,20191123,1155,0955,1125,HKG,TIAS,M,7,217.6
12,XX00070,20191123,1230,1030,1200,KIX,TIAS,S,8,153
12,XX00077,20191123,1300,1100,1230,ICN,TIAS,S,9,0
12,XX00083,20191123,1410,1210,1340,ICN,TIAS,L,9,399
12,XX00098,20191123,1520,1320,1450,NRT,TIAS,S,2,168.6
12,XX00105,20191123,1625,1425,1555,HGH,TIAS,M,8,228.6
12,XX00122,20191123,1720,1520,1650,HIJ,TIAS,S,5,184.4
12,XX00125,20191123,1725,1525,1655,NKG,TIAS,S,10,173
12,XX00139,20191123,1820,1620,1750,NNG,TIAS,S,8,131
12,XX00141,20191123,1920,1720,1850,LAX,TIAS,L,6,563.4
12,XX00144,20191123,1930,1730,1900,SGN,TIAS,L,8,379.8
12,XX00161,20191123,2215,2015,2145,IST,TIAS,L,9,374.4
12,XX00167,20191123,2340,2140,2310,SFO,TIAS,L,11,612
2,XX00002,20191123,0630,0430,0600,KIX,TIAS,S,1,180.2
2,XX00009,20191123,0700,0500,0630,HKG,TIAS,S,6,158.6
2,XX00026,20191123,0830,0630,0800,KIX,TIAS,M,3,222.8
2,XX00031,20191123,0850,0650,0820,BKK,TIAS,L,9,385.4
2,XX00034,20191123,0855,0655,0825,MFM,TIAS,S,6,134.4
2,XX00049,20191123,1015,0815,0945,HRB,TIAS,S,2,139
2,XX00052,20191123,1025,0825,0955,SWA,TIAS,S,7,58
2,XX00060,20191123,1135,0935,1105,SFO,TIAS,L,9,644.4
2,XX00063,20191123,1155,0955,1125,TNA,TIAS,S,4,125
2,XX00078,20191123,1315,1115,1245,PEK,TIAS,M,11,249
2,XX00082,20191123,1335,1135,1305,SZX,TIAS,M,8,254
2,XX00089,20191123,1435,1235,1405,LJG,TIAS,S,10,118
2,XX00094,20191123,1500,1300,1430,PVG,TIAS,M,10,209
2,XX00095,20191123,1515,1315,1445,ICN,TIAS,L,2,311.6
2,XX00123,20191123,1720,1520,1650,SHE,TIAS,S,6,124
2,XX00129,20191123,1735,1535,1705,SIN,TIAS,M,7,249
2,XX00131,20191123,1740,1540,1710,KIX,TIAS,S,6,132.2
2,XX00145,20191123,1930,1730,1900,JFK,TIAS,L,8,608.4
2,XX00156,20191123,2025,1825,1955,DLC,TIAS,S,8,121
2,XX00163,20191123,2330,2130,2300,SFO,TIAS,L,6,660.6
3,XX00005,20191123,0650,0450,0620,CGQ,TIAS,S,8,119
3,XX00013,20191123,0740,0540,0710,SYD,TIAS,L,9,426.8
3,XX00023,20191123,0815,0615,0745,KOJ,TIAS,S,5,68.8
3,XX00024,20191123,0815,0615,0745,NGO,TIAS,S,1,159
3,XX00032,20191123,0850,0650,0820,NRT,TIAS,L,3,312.4
3,XX00038,20191123,0910,0710,0840,SGN,TIAS,L,9,382
3,XX00050,20191123,1015,0815,0945,SDJ,TIAS,S,8,151.2
3,XX00055,20191123,1115,0915,1045,NGB,TIAS,S,10,139
3,XX00056,20191123,1120,0920,1050,LAX,TIAS,L,6,543.6
3,XX00061,20191123,1145,0945,1115,CGO,TIAS,S,8,57
3,XX00066,20191123,1205,1005,1135,WUX,TIAS,S,6,126
3,XX00086,20191123,1420,1220,1350,KIX,TIAS,M,6,226
3,XX00093,20191123,1450,1250,1420,FUK,TIAS,S,6,134.6
3,XX00099,20191123,1530,1330,1500,MNL,TIAS,L,2,360.6
3,XX00113,20191123,1645,1445,1615,TAO,TIAS,S,4,125
3,XX00127,20191123,1730,1530,1700,WUX,TIAS,S,10,59
3,XX00134,20191123,1750,1550,1720,PVG,TIAS,M,11,249
3,XX00150,20191123,1950,1750,1920,YNT,TIAS,S,4,125
3,XX00169,20191123,2350,2150,2320,LAX,TIAS,L,11,603
3,XX00171,20191123,2355,2155,2325,YVR,TIAS,L,7,617.4
4,XX00175,20191123,0230,0030,0200,TAE,TIAS,S,1,0
