CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00003,20191204,0640,0440,0610,KUL,TIAS,M,1,285.4
1,XX00004,20191204,0650,0450,0620,FUK,TIAS,S,11,196.4
1,XX00012,20191204,0735,0535,0705,BKK,TIAS,L,10,539
1,XX00030,20191204,0845,0645,0815,TSN,TIAS,S,10,90
1,XX00042,20191204,0950,0750,0920,KIX,TIAS,L,5,349.8
1,XX00051,20191204,1020,0820,0950,NRT,TIAS,S,8,189
1,XX00056,20191204,1120,0920,1050,LAX,TIAS,L,6,543.6
1,XX00062,20191204,1155,0955,1125,HKG,TIAS,M,7,217.6
1,XX00067,20191204,1210,1010,1140,KWE,TIAS,S,2,0
1,XX00079,20191204,1315,1115,1245,PUS,TIAS,M,8,208
1,XX00090,20191204,1440,1240,1410,NRT,TIAS,M,3,276.4
1,XX00098,20191204,1520,1320,1450,NRT,TIAS,S,2,168.6
1,XX00121,20191204,1720,1520,1650,HIJ,TIAS,S,5,183.4
1,XX00134,20191204,1750,1550,1720,PVG,TIAS,M,11,249
1,XX00159,20191204,2150,1950,2120,HKG,TIAS,S,6,150.6
1,XX00165,20191204,2330,2130,2300,HNL,TIAS,M,10,298.8
1,XX00171,20191204,2355,2155,2325,YVR,TIAS,L,7,617.4
10,XX00175,20191204,0230,0030,0200,TAE,TIAS,S,1,0
10,XX00002,20191204,0630,0430,0600,KIX,TIAS,S,1,180.2
10,XX00007,20191204,0655,0455,0625,OKA,TIAS,S,6,176
10,XX00019,20191204,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00038,20191204,0910,0710,0840,SGN,TIAS,L,9,382
10,XX00050,20191204,1015,0815,0945,SDJ,TIAS,S,8,151.2
10,XX00057,20191204,1125,0925,1055,XMN,TIAS,S,1,149
10,XX00071,20191204,1230,1030,1200,HGH,TIAS,S,11,142
10,XX00086,20191204,1420,1220,1350,KIX,TIAS,M,6,226
10,XX00102,20191204,1605,1405,1535,WUX,TIAS,L,2,301.8
10,XX00109,20191204,1635,1435,1605,HKG,TIAS,S,6,195.6
10,XX00113,20191204,1645,1445,1615,TAO,TIAS,S,4,125
10,XX00127,20191204,1730,1530,1700,WUX,TIAS,S,10,59
10,XX00133,20191204,1745,1545,1715,KWL,TIAS,S,8,103
10,XX00141,20191204,1920,1720,1850,LAX,TIAS,L,6,563.4
10,XX00157,20191204,2030,1830,2000,MNL,TIAS,L,8,319.4
