CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00005,20191024,0650,0450,0620,CGQ,TIAS,S,8,119
1,XX00021,20191024,0810,0610,0740,FUK,TIAS,S,3,173.8
1,XX00029,20191024,0845,0645,0815,PNH,TIAS,M,1,237.4
1,XX00047,20191024,1005,0805,0935,PVG,TIAS,L,7,333.2
1,XX00050,20191024,1015,0815,0945,SDJ,TIAS,S,8,151.2
1,XX00064,20191024,1155,0955,1125,CSX,TIAS,S,5,120
1,XX00065,20191024,1200,1000,1130,HFE,TIAS,S,10,139
1,XX00082,20191024,1335,1135,1305,SZX,TIAS,M,8,254
1,XX00090,20191024,1440,1240,1410,NRT,TIAS,M,3,276.4
1,XX00092,20191024,1450,1250,1420,FSZ,TIAS,S,5,93.2
1,XX00105,20191024,1625,1425,1555,HGH,TIAS,M,8,228.6
1,XX00110,20191024,1635,1435,1605,ICN,TIAS,M,9,250
1,XX00120,20191024,1720,1520,1650,OKA,TIAS,S,1,190
1,XX00139,20191024,1820,1620,1750,NNG,TIAS,S,8,131
1,XX00156,20191024,2025,1825,1955,DLC,TIAS,S,8,121
1,XX00158,20191024,2110,1910,2040,BKK,TIAS,L,6,331.6
1,XX00159,20191024,2150,1950,2120,HKG,TIAS,S,6,150.6
10,XX00001,20191024,0620,0420,0550,CTS,TIAS,S,1,182
10,XX00008,20191024,0655,0455,0625,ICN,TIAS,S,10,194.4
10,XX00015,20191024,0800,0600,0730,HKG,TIAS,M,7,214.4
10,XX00037,20191024,0910,0710,0840,MNL,TIAS,L,10,580.6
10,XX00039,20191024,0915,0715,0845,HAN,TIAS,S,9,182.8
10,XX00051,20191024,1020,0820,0950,NRT,TIAS,S,8,189
10,XX00072,20191024,1230,1030,1200,HRB,TIAS,S,8,107
10,XX00076,20191024,1300,1100,1230,CAN,TIAS,S,2,144
10,XX00086,20191024,1420,1220,1350,KIX,TIAS,M,6,226
10,XX00099,20191024,1530,1330,1500,MNL,TIAS,L,2,360.6
10,XX00106,20191024,1625,1425,1555,SZX,TIAS,L,8,324
10,XX00126,20191024,1730,1530,1700,JFK,TIAS,L,3,604.8
10,XX00134,20191024,1750,1550,1720,PVG,TIAS,M,11,249
10,XX00142,20191024,1920,1720,1850,CKG,TIAS,S,11,102
10,XX00148,20191024,1945,1745,1915,HAK,TIAS,S,2,34
10,XX00155,20191024,2025,1825,1955,ICN,TIAS,S,6,186.4
10,XX00168,20191024,2345,2145,2315,BNE,TIAS,L,8,450.9
