CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00007,20191101,0655,0455,0625,OKA,TIAS,S,6,176
1,XX00021,20191101,0810,0610,0740,FUK,TIAS,S,3,173.8
1,XX00026,20191101,0830,0630,0800,KIX,TIAS,M,3,222.8
1,XX00035,20191101,0900,0700,0830,CGK,TIAS,L,1,340.8
1,XX00062,20191101,1155,0955,1125,HKG,TIAS,M,7,217.6
1,XX00072,20191101,1230,1030,1200,HRB,TIAS,S,8,107
1,XX00079,20191101,1315,1115,1245,PUS,TIAS,M,8,208
1,XX00094,20191101,1500,1300,1430,PVG,TIAS,M,10,209
1,XX00111,20191101,1645,1445,1615,PVG,TIAS,M,5,257
1,XX00136,20191101,1800,1600,1730,YVR,TIAS,S,2,0
1,XX00145,20191101,1930,1730,1900,JFK,TIAS,L,8,608.4
1,XX00166,20191101,2340,2140,2310,SEA,TIAS,L,7,635.4
1,XX00168,20191101,2345,2145,2315,BNE,TIAS,L,8,450.9
10,XX00005,20191101,0650,0450,0620,CGQ,TIAS,S,8,119
10,XX00025,20191101,0830,0630,0800,CGO,TIAS,S,10,68
10,XX00031,20191101,0850,0650,0820,BKK,TIAS,L,9,385.4
10,XX00044,20191101,1000,0800,0930,MFM,TIAS,S,6,191.6
10,XX00048,20191101,1015,0815,0945,HKG,TIAS,S,6,136.2
10,XX00078,20191101,1315,1115,1245,PEK,TIAS,M,11,249
10,XX00085,20191101,1410,1210,1340,HKG,TIAS,S,6,132.8
10,XX00092,20191101,1450,1250,1420,FSZ,TIAS,S,5,93.2
10,XX00105,20191101,1625,1425,1555,HGH,TIAS,M,8,228.6
10,XX00110,20191101,1635,1435,1605,ICN,TIAS,M,9,250
10,XX00112,20191101,1645,1445,1615,NGB,TIAS,S,8,96.2
10,XX00130,20191101,1735,1535,1705,SZX,TIAS,S,6,109
10,XX00141,20191101,1920,1720,1850,LAX,TIAS,L,6,563.4
10,XX00159,20191101,2150,1950,2120,HKG,TIAS,S,6,150.6
10,XX00163,20191101,2330,2130,2300,SFO,TIAS,L,6,660.6
10,XX00170,20191101,2350,2150,2320,CDG,TIAS,L,8,429.7
11,XX00176,20191101,0310,0110,0240,PUS,TIAS,M,1,219
11,XX00001,20191101,0620,0420,0550,CTS,TIAS,S,1,182
11,XX00012,20191101,0735,0535,0705,BKK,TIAS,L,10,539
11,XX00014,20191101,0740,0540,0710,SIN,TIAS,L,9,447.4
11,XX00034,20191101,0855,0655,0825,MFM,TIAS,S,6,134.4
11,XX00059,20191101,1130,0930,1100,SFO,TIAS,L,6,590.4
11,XX00069,20191101,1225,1025,1155,NRT,TIAS,L,3,338
11,XX00086,20191101,1420,1220,1350,KIX,TIAS,M,6,226
11,XX00088,20191101,1435,1235,1405,CAN,TIAS,M,8,268
11,XX00104,20191101,1620,1420,1550,MFM,TIAS,S,6,132
11,XX00126,20191101,1730,1530,1700,JFK,TIAS,L,3,604.8
11,XX00129,20191101,1735,1535,1705,SIN,TIAS,M,7,249
11,XX00147,20191101,1940,1740,1910,PEK,TIAS,S,2,140
11,XX00151,20191101,1955,1755,1925,CTU,TIAS,S,2,0
11,XX00155,20191101,2025,1825,1955,ICN,TIAS,S,6,186.4
12,XX00174,20191101,0020,2220,2350,AMS,TIAS,S,1,50.7
2,XX00003,20191101,0640,0440,0610,KUL,TIAS,M,1,285.4
2,XX00019,20191101,0810,0610,0740,HKG,TIAS,S,6,160.4
2,XX00030,20191101,0845,0645,0815,TSN,TIAS,S,10,90
2,XX00032,20191101,0850,0650,0820,NRT,TIAS,L,3,312.4
