CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00011,20311102,0720,0520,0650,SGN,TIAS,L,9,568
1,XX00019,20391102,0810,0610,0740,HKG,TIAS,S,6,160.4
1,XX00034,20541102,0855,0655,0825,MFM,TIAS,S,6,134.4
1,XX00041,20611102,0930,0730,0900,CTS,TIAS,M,3,270.6
1,XX00042,20621102,0950,0750,0920,KIX,TIAS,L,5,349.8
1,XX00054,20741102,1105,0905,1035,HKD,TIAS,S,8,138
1,XX00065,20851102,1200,1000,1130,HFE,TIAS,S,10,139
1,XX00068,20881102,1215,1015,1145,TYN,TIAS,S,10,102
1,XX00084,21041102,1410,1210,1340,SIN,TIAS,M,9,251
1,XX00104,21241102,1620,1420,1550,MFM,TIAS,S,6,132
1,XX00105,21251102,1625,1425,1555,HGH,TIAS,M,8,228.6
1,XX00114,21341102,1700,1500,1630,LAX,TIAS,L,9,628.2
1,XX00131,21511102,1740,1540,1710,KIX,TIAS,S,6,132.2
1,XX00158,21781102,2110,1910,2040,BKK,TIAS,L,6,331.6
1,XX00166,21861102,2340,2140,2310,SEA,TIAS,L,7,635.4
10,XX00001,20211102,0620,0420,0550,CTS,TIAS,S,1,182
10,XX00017,20371102,0810,0610,0740,CAN,TIAS,S,10,198.2
10,XX00032,20521102,0850,0650,0820,NRT,TIAS,L,3,312.4
10,XX00038,20581102,0910,0710,0840,SGN,TIAS,L,9,382
10,XX00060,20801102,1135,0935,1105,SFO,TIAS,L,9,644.4
10,XX00082,21021102,1335,1135,1305,SZX,TIAS,M,8,254
10,XX00087,21071102,1420,1220,1350,TAK,TIAS,S,6,109
10,XX00095,21151102,1515,1315,1445,ICN,TIAS,L,2,311.6
10,XX00102,21221102,1605,1405,1535,WUX,TIAS,L,2,301.8
10,XX00119,21391102,1715,1515,1645,TNA,TIAS,S,6,112
10,XX00122,21421102,1720,1520,1650,HIJ,TIAS,S,5,184.4
10,XX00128,21481102,1730,1530,1700,HKG,TIAS,M,7,216.8
10,XX00137,21571102,1810,1610,1740,HKG,TIAS,M,6,268.2
11,XX00007,20271102,0655,0455,0625,OKA,TIAS,S,6,176
11,XX00014,20341102,0740,0540,0710,SIN,TIAS,L,9,447.4
11,XX00035,20551102,0900,0700,0830,CGK,TIAS,L,1,340.8
11,XX00046,20661102,1000,0800,0930,NRT,TIAS,M,7,251
11,XX00051,20711102,1020,0820,0950,NRT,TIAS,S,8,189
11,XX00062,20821102,1155,0955,1125,HKG,TIAS,M,7,217.6
11,XX00070,20901102,1230,1030,1200,KIX,TIAS,S,8,153
11,XX00073,20931102,1230,1030,1200,SZX,TIAS,S,6,122
11,XX00081,21011102,1325,1125,1255,CGO,TIAS,S,5,197.6
11,XX00120,21401102,1720,1520,1650,OKA,TIAS,S,1,190
11,XX00132,21521102,1745,1545,1715,WNZ,TIAS,S,11,124
11,XX00135,21551102,1750,1550,1720,NGB,TIAS,S,2,0
11,XX00150,21701102,1950,1750,1920,YNT,TIAS,S,4,125
11,XX00152,21721102,2000,1800,1930,HKG,TIAS,M,2,232
11,XX00161,21811102,2215,2015,2145,IST,TIAS,L,9,374.4
11,XX00165,21851102,2330,2130,2300,HNL,TIAS,M,10,298.8
11,XX00169,21891102,2350,2150,2320,LAX,TIAS,L,11,603
12,XX00174,20181102,0020,2220,2350,AMS,TIAS,S,1,50.7
12,XX00012,20321102,0735,0535,0705,BKK,TIAS,L,10,539
12,XX00024,20441102,0815,0615,0745,NGO,TIAS,S,1,159
12,XX00025,20451102,0830,0630,0800,CGO,TIAS,S,10,68
12,XX00026,20461102,0830,0630,0800,KIX,TIAS,M,3,222.8
12,XX00040,20601102,0930,0730,0900,NRT,TIAS,L,6,364.2
12,XX00071,20911102,1230,1030,1200,HGH,TIAS,S,11,142
12,XX00080,21001102,1320,1120,1250,NRT,TIAS,S,7,142
12,XX00101,21211102,1545,1345,1515,NGO,TIAS,S,7,124
12,XX00108,21281102,1630,1430,1600,FUK,TIAS,L,9,402.6
12,XX00126,21461102,1730,1530,1700,JFK,TIAS,L,3,604.8
12,XX00127,21471102,1730,1530,1700,WUX,TIAS,S,10,59
12,XX00129,21491102,1735,1535,1705,SIN,TIAS,M,7,249
12,XX00144,21641102,1930,1730,1900,SGN,TIAS,L,8,379.8
12,XX00155,21751102,2025,1825,1955,ICN,TIAS,S,6,186.4
12,XX00173,21931102,2355,2155,2325,YVR,TIAS,L,10,464.4
2,XX00004,20241102,0650,0450,0620,FUK,TIAS,S,11,196.4
2,XX00022,20421102,0815,0615,0745,OKA,TIAS,M,1,201
2,XX00028,20481102,0840,0640,0810,XMN,TIAS,M,6,295.4
2,XX00044,20641102,1000,0800,0930,MFM,TIAS,S,6,191.6
2,XX00055,20751102,1115,0915,1045,NGB,TIAS,S,10,139
2,XX00066,20861102,1205,1005,1135,WUX,TIAS,S,6,126
2,XX00074,20941102,1240,1040,1210,HKG,TIAS,S,6,141.2
2,XX00086,21061102,1420,1220,1350,KIX,TIAS,M,6,226
2,XX00089,21091102,1435,1235,1405,LJG,TIAS,S,10,118
2,XX00106,21261102,1625,1425,1555,SZX,TIAS,L,8,324
2,XX00121,21411102,1720,1520,1650,HIJ,TIAS,S,5,183.4
2,XX00130,21501102,1735,1535,1705,SZX,TIAS,S,6,109
2,XX00153,21731102,2005,1805,1935,ORD,TIAS,L,8,628.2
2,XX00154,21741102,2020,1820,1950,SJW,TIAS,S,2,0
2,XX00162,21821102,2320,2120,2250,MEL,TIAS,L,8,446.6
3,XX00008,20281102,0655,0455,0625,ICN,TIAS,S,10,194.4
3,XX00009,20291102,0700,0500,0630,HKG,TIAS,S,6,158.6
3,XX00048,20681102,1015,0815,0945,HKG,TIAS,S,6,136.2
3,XX00064,20841102,1155,0955,1125,CSX,TIAS,S,5,120
3,XX00067,20871102,1210,1010,1140,KWE,TIAS,S,2,0
3,XX00098,21181102,1520,1320,1450,NRT,TIAS,S,2,168.6
3,XX00124,21441102,1725,1525,1655,KIX,TIAS,M,3,246.2
3,XX00133,21531102,1745,1545,1715,KWL,TIAS,S,8,103
3,XX00143,21631102,1925,1725,1855,JJN,TIAS,S,1,153
3,XX00146,21661102,1940,1740,1910,YYZ,TIAS,L,8,568.8
3,XX00157,21771102,2030,1830,2000,MNL,TIAS,L,8,319.4
3,XX00159,21791102,2150,1950,2120,HKG,TIAS,S,6,150.6
4,XX00015,20351102,0800,0600,0730,HKG,TIAS,M,7,214.4
4,XX00027,20471102,0835,0635,0805,CTS,TIAS,L,8,383.8
4,XX00050,20701102,1015,0815,0945,SDJ,TIAS,S,8,151.2
4,XX00058,20781102,1125,0925,1055,FOC,TIAS,S,1,121
4,XX00072,20921102,1230,1030,1200,HRB,TIAS,S,8,107
4,XX00079,20991102,1315,1115,1245,PUS,TIAS,M,8,208
4,XX00088,21081102,1435,1235,1405,CAN,TIAS,M,8,268
4,XX00096,21161102,1520,1320,1450,PEK,TIAS,M,8,289.8
4,XX00109,21291102,1635,1435,1605,HKG,TIAS,S,6,195.6
4,XX00118,21381102,1715,1515,1645,NGO,TIAS,M,2,268.2
4,XX00139,21591102,1820,1620,1750,NNG,TIAS,S,8,131
4,XX00145,21651102,1930,1730,1900,JFK,TIAS,L,8,608.4
4,XX00172,21921102,2355,2155,2325,LAX,TIAS,L,6,543.6
5,XX00002,20221102,0630,0430,0600,KIX,TIAS,S,1,180.2
5,XX00016,20361102,0800,0600,0730,TOY,TIAS,S,8,163
5,XX00023,20431102,0815,0615,0745,KOJ,TIAS,S,5,68.8
5,XX00037,20571102,0910,0710,0840,MNL,TIAS,L,10,580.6
5,XX00047,20671102,1005,0805,0935,PVG,TIAS,L,7,333.2
5,XX00061,20811102,1145,0945,1115,CGO,TIAS,S,8,57
5,XX00075,20951102,1250,1050,1220,KIX,TIAS,S,7,148
5,XX00090,21101102,1440,1240,1410,NRT,TIAS,M,3,276.4
5,XX00092,21121102,1450,1250,1420,FSZ,TIAS,S,5,93.2
5,XX00112,21321102,1645,1445,1615,NGB,TIAS,S,8,96.2
5,XX00134,21541102,1750,1550,1720,PVG,TIAS,M,11,249
5,XX00142,21621102,1920,1720,1850,CKG,TIAS,S,11,102
5,XX00148,21681102,1945,1745,1915,HAK,TIAS,S,2,34
5,XX00160,21801102,2210,2010,2140,IAH,TIAS,L,8,592.2
5,XX00170,21901102,2350,2150,2320,CDG,TIAS,L,8,429.7
6,XX00175,20191102,0230,0030,0200,TAE,TIAS,S,1,0
6,XX00003,20231102,0640,0440,0610,KUL,TIAS,M,1,285.4
6,XX00010,20301102,0710,0510,0640,CEB,TIAS,M,3,248.2
6,XX00029,20491102,0845,0645,0815,PNH,TIAS,M,1,237.4
6,XX00039,20591102,0915,0715,0845,HAN,TIAS,S,9,182.8
6,XX00052,20721102,1025,0825,0955,SWA,TIAS,S,7,58
6,XX00063,20831102,1155,0955,1125,TNA,TIAS,S,4,125
6,XX00077,20971102,1300,1100,1230,ICN,TIAS,S,9,0
6,XX00083,21031102,1410,1210,1340,ICN,TIAS,L,9,399
6,XX00097,21171102,1520,1320,1450,SZX,TIAS,L,3,307.8
6,XX00100,21201102,1535,1335,1505,PEK,TIAS,M,1,277.8
6,XX00103,21231102,1620,1420,1550,NRT,TIAS,S,1,153.8
6,XX00123,21431102,1720,1520,1650,SHE,TIAS,S,6,124
6,XX00138,21581102,1820,1620,1750,TXN,TIAS,S,8,133
6,XX00141,21611102,1920,1720,1850,LAX,TIAS,L,6,563.4
6,XX00147,21671102,1940,1740,1910,PEK,TIAS,S,2,140
6,XX00168,21881102,2345,2145,2315,BNE,TIAS,L,8,450.9
7,XX00005,20251102,0650,0450,0620,CGQ,TIAS,S,8,119
7,XX00020,20401102,0810,0610,0740,KIX,TIAS,S,2,0
7,XX00030,20501102,0845,0645,0815,TSN,TIAS,S,10,90
7,XX00036,20561102,0900,0700,0830,PVG,TIAS,M,1,280.6
7,XX00043,20631102,0955,0755,0925,SIN,TIAS,L,7,341.4
7,XX00059,20791102,1130,0930,1100,SFO,TIAS,L,6,590.4
7,XX00076,20961102,1300,1100,1230,CAN,TIAS,S,2,144
7,XX00085,21051102,1410,1210,1340,HKG,TIAS,S,6,132.8
7,XX00093,21131102,1450,1250,1420,FUK,TIAS,S,6,134.6
7,XX00113,21331102,1645,1445,1615,TAO,TIAS,S,4,125
7,XX00116,21361102,1710,1510,1640,SFO,TIAS,L,9,532.8
7,XX00117,21371102,1710,1510,1640,PVG,TIAS,S,8,157
7,XX00149,21691102,1950,1750,1920,SFO,TIAS,L,6,676.8
7,XX00163,21831102,2330,2130,2300,SFO,TIAS,L,6,660.6
8,XX00176,20201102,0310,0110,0240,PUS,TIAS,M,1,219
8,XX00006,20261102,0655,0455,0625,SYX,TIAS,S,11,99.4
8,XX00018,20381102,0810,0610,0740,CTU,TIAS,S,9,89.8
8,XX00049,20691102,1015,0815,0945,HRB,TIAS,S,2,139
8,XX00053,20731102,1055,0855,1025,PVG,TIAS,M,1,252
8,XX00056,20761102,1120,0920,1050,LAX,TIAS,L,6,543.6
8,XX00078,20981102,1315,1115,1245,PEK,TIAS,M,11,249
8,XX00091,21111102,1445,1245,1415,MFM,TIAS,S,6,111.2
8,XX00099,21191102,1530,1330,1500,MNL,TIAS,L,2,360.6
8,XX00111,21311102,1645,1445,1615,PVG,TIAS,M,5,257
8,XX00136,21561102,1800,1600,1730,YVR,TIAS,S,2,0
8,XX00151,21711102,1955,1755,1925,CTU,TIAS,S,2,0
8,XX00171,21911102,2355,2155,2325,YVR,TIAS,L,7,617.4
9,XX00013,20331102,0740,0540,0710,SYD,TIAS,L,9,426.8
9,XX00021,20411102,0810,0610,0740,FUK,TIAS,S,3,173.8
9,XX00031,20511102,0850,0650,0820,BKK,TIAS,L,9,385.4
9,XX00033,20531102,0855,0655,0825,KIX,TIAS,S,7,128
9,XX00045,20651102,1000,0800,0930,DPS,TIAS,S,2,192.4
9,XX00057,20771102,1125,0925,1055,XMN,TIAS,S,1,149
9,XX00069,20891102,1225,1025,1155,NRT,TIAS,L,3,338
9,XX00094,21141102,1500,1300,1430,PVG,TIAS,M,10,209
9,XX00107,21271102,1630,1430,1600,PVG,TIAS,L,8,338
9,XX00110,21301102,1635,1435,1605,ICN,TIAS,M,9,250
9,XX00115,21351102,1705,1505,1635,MNL,TIAS,S,2,0
9,XX00125,21451102,1725,1525,1655,NKG,TIAS,S,10,173
9,XX00140,21601102,1840,1640,1810,PVG,TIAS,S,10,172
9,XX00156,21761102,2025,1825,1955,DLC,TIAS,S,8,121
9,XX00164,21841102,2330,2130,2300,SYD,TIAS,L,8,462.4
9,XX00167,21871102,2340,2140,2310,SFO,TIAS,L,11,612
