CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00001,20190821,0620,0420,0550,CTS,TIAS,S,1,182
1,XX00005,20190821,0650,0450,0620,CGQ,TIAS,S,8,119
1,XX00019,20190821,0810,0610,0740,HKG,TIAS,S,6,160.4
1,XX00027,20190821,0835,0635,0805,CTS,TIAS,L,8,383.8
1,XX00041,20190821,0930,0730,0900,CTS,TIAS,M,3,270.6
1,XX00052,20190821,1025,0825,0955,SWA,TIAS,S,7,58
1,XX00061,20190821,1145,0945,1115,CGO,TIAS,S,8,57
1,XX00069,20190821,1225,1025,1155,NRT,TIAS,L,3,338
1,XX00075,20190821,1250,1050,1220,KIX,TIAS,S,7,148
1,XX00082,20190821,1335,1135,1305,SZX,TIAS,M,8,254
1,XX00100,20190821,1535,1335,1505,PEK,TIAS,M,1,277.8
1,XX00101,20190821,1545,1345,1515,NGO,TIAS,S,7,124
1,XX00116,20190821,1710,1510,1640,SFO,TIAS,L,9,532.8
1,XX00129,20190821,1735,1535,1705,SIN,TIAS,M,7,249
1,XX00145,20190821,1930,1730,1900,JFK,TIAS,L,8,608.4
1,XX00169,20190821,2350,2150,2320,LAX,TIAS,L,11,603
10,XX00174,20190821,0020,2220,2350,AMS,TIAS,S,1,50.7
10,XX00171,20190821,2355,2155,2325,YVR,TIAS,L,7,617.4
11,XX00006,20190821,0655,0455,0625,SYX,TIAS,S,11,99.4
11,XX00026,20190821,0830,0630,0800,KIX,TIAS,M,3,222.8
11,XX00028,20190821,0840,0640,0810,XMN,TIAS,M,6,295.4
11,XX00030,20190821,0845,0645,0815,TSN,TIAS,S,10,90
11,XX00048,20190821,1015,0815,0945,HKG,TIAS,S,6,136.2
11,XX00050,20190821,1015,0815,0945,SDJ,TIAS,S,8,151.2
11,XX00070,20190821,1230,1030,1200,KIX,TIAS,S,8,153
11,XX00080,20190821,1320,1120,1250,NRT,TIAS,S,7,142
11,XX00092,20190821,1450,1250,1420,FSZ,TIAS,S,5,93.2
11,XX00098,20190821,1520,1320,1450,NRT,TIAS,S,2,168.6
11,XX00105,20190821,1625,1425,1555,HGH,TIAS,M,8,228.6
11,XX00125,20190821,1725,1525,1655,NKG,TIAS,S,10,173
11,XX00126,20190821,1730,1530,1700,JFK,TIAS,L,3,604.8
11,XX00143,20190821,1925,1725,1855,JJN,TIAS,S,1,153
11,XX00154,20190821,2020,1820,1950,SJW,TIAS,S,2,0
11,XX00155,20190821,2025,1825,1955,ICN,TIAS,S,6,186.4
11,XX00167,20190821,2340,2140,2310,SFO,TIAS,L,11,612
12,XX00002,20190821,0630,0430,0600,KIX,TIAS,S,1,180.2
12,XX00008,20190821,0655,0455,0625,ICN,TIAS,S,10,194.4
12,XX00025,20190821,0830,0630,0800,CGO,TIAS,S,10,68
12,XX00036,20190821,0900,0700,0830,PVG,TIAS,M,1,280.6
12,XX00045,20190821,1000,0800,0930,DPS,TIAS,S,2,192.4
12,XX00057,20190821,1125,0925,1055,XMN,TIAS,S,1,149
12,XX00088,20190821,1435,1235,1405,CAN,TIAS,M,8,268
12,XX00093,20190821,1450,1250,1420,FUK,TIAS,S,6,134.6
12,XX00112,20190821,1645,1445,1615,NGB,TIAS,S,8,96.2
12,XX00113,20190821,1645,1445,1615,TAO,TIAS,S,4,125
12,XX00122,20190821,1720,1520,1650,HIJ,TIAS,S,5,184.4
12,XX00130,20190821,1735,1535,1705,SZX,TIAS,S,6,109
12,XX00147,20190821,1940,1740,1910,PEK,TIAS,S,2,140
12,XX00165,20190821,2330,2130,2300,HNL,TIAS,M,10,298.8
2,XX00175,20190821,0230,0030,0200,TAE,TIAS,S,1,0
2,XX00010,20190821,0710,0510,0640,CEB,TIAS,M,3,248.2
2,XX00038,20190821,0910,0710,0840,SGN,TIAS,L,9,382
2,XX00063,20190821,1155,0955,1125,TNA,TIAS,S,4,125
2,XX00081,20190821,1325,1125,1255,CGO,TIAS,S,5,197.6
2,XX00086,20190821,1420,1220,1350,KIX,TIAS,M,6,226
2,XX00103,20190821,1620,1420,1550,NRT,TIAS,S,1,153.8
2,XX00106,20190821,1625,1425,1555,SZX,TIAS,L,8,324
2,XX00127,20190821,1730,1530,1700,WUX,TIAS,S,10,59
2,XX00133,20190821,1745,1545,1715,KWL,TIAS,S,8,103
2,XX00150,20190821,1950,1750,1920,YNT,TIAS,S,4,125
2,XX00152,20190821,2000,1800,1930,HKG,TIAS,M,2,232
2,XX00170,20190821,2350,2150,2320,CDG,TIAS,L,8,429.7
3,XX00011,20190821,0720,0520,0650,SGN,TIAS,L,9,568
3,XX00015,20190821,0800,0600,0730,HKG,TIAS,M,7,214.4
3,XX00018,20190821,0810,0610,0740,CTU,TIAS,S,9,89.8
