CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00003,20191022,0640,0440,0610,KUL,TIAS,M,1,285.4
1,XX00008,20191022,0655,0455,0625,ICN,TIAS,S,10,194.4
1,XX00015,20191022,0800,0600,0730,HKG,TIAS,M,7,214.4
1,XX00039,20191022,0915,0715,0845,HAN,TIAS,S,9,182.8
1,XX00046,20191022,1000,0800,0930,NRT,TIAS,M,7,251
1,XX00065,20191022,1200,1000,1130,HFE,TIAS,S,10,139
1,XX00066,20191022,1205,1005,1135,WUX,TIAS,S,6,126
1,XX00084,20191022,1410,1210,1340,SIN,TIAS,M,9,251
1,XX00085,20191022,1410,1210,1340,HKG,TIAS,S,6,132.8
1,XX00108,20191022,1630,1430,1600,FUK,TIAS,L,9,402.6
1,XX00116,20191022,1710,1510,1640,SFO,TIAS,L,9,532.8
1,XX00130,20191022,1735,1535,1705,SZX,TIAS,S,6,109
1,XX00135,20191022,1750,1550,1720,NGB,TIAS,S,2,0
1,XX00141,20191022,1920,1720,1850,LAX,TIAS,L,6,563.4
1,XX00156,20191022,2025,1825,1955,DLC,TIAS,S,8,121
1,XX00169,20191022,2350,2150,2320,LAX,TIAS,L,11,603
10,XX00007,20191022,0655,0455,0625,OKA,TIAS,S,6,176
10,XX00009,20191022,0700,0500,0630,HKG,TIAS,S,6,158.6
10,XX00019,20191022,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00034,20191022,0855,0655,0825,MFM,TIAS,S,6,134.4
10,XX00043,20191022,0955,0755,0925,SIN,TIAS,L,7,341.4
10,XX00044,20191022,1000,0800,0930,MFM,TIAS,S,6,191.6
10,XX00050,20191022,1015,0815,0945,SDJ,TIAS,S,8,151.2
10,XX00071,20191022,1230,1030,1200,HGH,TIAS,S,11,142
10,XX00072,20191022,1230,1030,1200,HRB,TIAS,S,8,107
10,XX00087,20191022,1420,1220,1350,TAK,TIAS,S,6,109
10,XX00114,20191022,1700,1500,1630,LAX,TIAS,L,9,628.2
10,XX00123,20191022,1720,1520,1650,SHE,TIAS,S,6,124
10,XX00137,20191022,1810,1610,1740,HKG,TIAS,M,6,268.2
10,XX00153,20191022,2005,1805,1935,ORD,TIAS,L,8,628.2
11,XX00010,20191022,0710,0510,0640,CEB,TIAS,M,3,248.2
