CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00012,20191120,0735,0535,0705,BKK,TIAS,L,10,539
1,XX00016,20191120,0800,0600,0730,TOY,TIAS,S,8,163
1,XX00020,20191120,0810,0610,0740,KIX,TIAS,S,2,0
1,XX00037,20191120,0910,0710,0840,MNL,TIAS,L,10,580.6
1,XX00044,20191120,1000,0800,0930,MFM,TIAS,S,6,191.6
1,XX00059,20191120,1130,0930,1100,SFO,TIAS,L,6,590.4
1,XX00067,20191120,1210,1010,1140,KWE,TIAS,S,2,0
1,XX00079,20191120,1315,1115,1245,PUS,TIAS,M,8,208
1,XX00086,20191120,1420,1220,1350,KIX,TIAS,M,6,226
1,XX00099,20191120,1530,1330,1500,MNL,TIAS,L,2,360.6
1,XX00103,20191120,1620,1420,1550,NRT,TIAS,S,1,153.8
1,XX00134,20191120,1750,1550,1720,PVG,TIAS,M,11,249
1,XX00137,20191120,1810,1610,1740,HKG,TIAS,M,6,268.2
1,XX00143,20191120,1925,1725,1855,JJN,TIAS,S,1,153
1,XX00148,20191120,1945,1745,1915,HAK,TIAS,S,2,34
1,XX00158,20191120,2110,1910,2040,BKK,TIAS,L,6,331.6
1,XX00163,20191120,2330,2130,2300,SFO,TIAS,L,6,660.6
1,XX00169,20191120,2350,2150,2320,LAX,TIAS,L,11,603
10,XX00014,20191120,0740,0540,0710,SIN,TIAS,L,9,447.4
10,XX00030,20191120,0845,0645,0815,TSN,TIAS,S,10,90
10,XX00033,20191120,0855,0655,0825,KIX,TIAS,S,7,128
10,XX00034,20191120,0855,0655,0825,MFM,TIAS,S,6,134.4
10,XX00051,20191120,1020,0820,0950,NRT,TIAS,S,8,189
10,XX00063,20191120,1155,0955,1125,TNA,TIAS,S,4,125
10,XX00073,20191120,1230,1030,1200,SZX,TIAS,S,6,122
10,XX00087,20191120,1420,1220,1350,TAK,TIAS,S,6,109
10,XX00090,20191120,1440,1240,1410,NRT,TIAS,M,3,276.4
10,XX00110,20191120,1635,1435,1605,ICN,TIAS,M,9,250
10,XX00112,20191120,1645,1445,1615,NGB,TIAS,S,8,96.2
10,XX00122,20191120,1720,1520,1650,HIJ,TIAS,S,5,184.4
10,XX00138,20191120,1820,1620,1750,TXN,TIAS,S,8,133
10,XX00142,20191120,1920,1720,1850,CKG,TIAS,S,11,102
10,XX00151,20191120,1955,1755,1925,CTU,TIAS,S,2,0
10,XX00155,20191120,2025,1825,1955,ICN,TIAS,S,6,186.4
10,XX00168,20191120,2345,2145,2315,BNE,TIAS,L,8,450.9
11,XX00176,20191120,0310,0110,0240,PUS,TIAS,M,1,219
11,XX00006,20191120,0655,0455,0625,SYX,TIAS,S,11,99.4
11,XX00019,20191120,0810,0610,0740,HKG,TIAS,S,6,160.4
11,XX00039,20191120,0915,0715,0845,HAN,TIAS,S,9,182.8
11,XX00045,20191120,1000,0800,0930,DPS,TIAS,S,2,192.4
11,XX00065,20191120,1200,1000,1130,HFE,TIAS,S,10,139
11,XX00066,20191120,1205,1005,1135,WUX,TIAS,S,6,126
11,XX00070,20191120,1230,1030,1200,KIX,TIAS,S,8,153
11,XX00082,20191120,1335,1135,1305,SZX,TIAS,M,8,254
11,XX00084,20191120,1410,1210,1340,SIN,TIAS,M,9,251
11,XX00102,20191120,1605,1405,1535,WUX,TIAS,L,2,301.8
11,XX00118,20191120,1715,1515,1645,NGO,TIAS,M,2,268.2
11,XX00124,20191120,1725,1525,1655,KIX,TIAS,M,3,246.2
11,XX00135,20191120,1750,1550,1720,NGB,TIAS,S,2,0
11,XX00149,20191120,1950,1750,1920,SFO,TIAS,L,6,676.8
11,XX00161,20191120,2215,2015,2145,IST,TIAS,L,9,374.4
11,XX00172,20191120,2355,2155,2325,LAX,TIAS,L,6,543.6
