CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00011,20191015,0720,0520,0650,SGN,TIAS,L,9,568
1,XX00014,20191015,0740,0540,0710,SIN,TIAS,L,9,447.4
1,XX00032,20191015,0850,0650,0820,NRT,TIAS,L,3,312.4
1,XX00046,20191015,1000,0800,0930,NRT,TIAS,M,7,251
1,XX00069,20191015,1225,1025,1155,NRT,TIAS,L,3,338
1,XX00077,20191015,1300,1100,1230,ICN,TIAS,S,9,0
1,XX00092,20191015,1450,1250,1420,FSZ,TIAS,S,5,93.2
1,XX00106,20191015,1625,1425,1555,SZX,TIAS,L,8,324
1,XX00111,20191015,1645,1445,1615,PVG,TIAS,M,5,257
1,XX00129,20191015,1735,1535,1705,SIN,TIAS,M,7,249
1,XX00134,20191015,1750,1550,1720,PVG,TIAS,M,11,249
1,XX00149,20191015,1950,1750,1920,SFO,TIAS,L,6,676.8
1,XX00151,20191015,1955,1755,1925,CTU,TIAS,S,2,0
1,XX00158,20191015,2110,1910,2040,BKK,TIAS,L,6,331.6
10,XX00019,20191015,0810,0610,0740,HKG,TIAS,S,6,160.4
10,XX00038,20191015,0910,0710,0840,SGN,TIAS,L,9,382
10,XX00048,20191015,1015,0815,0945,HKG,TIAS,S,6,136.2
10,XX00053,20191015,1055,0855,1025,PVG,TIAS,M,1,252
10,XX00059,20191015,1130,0930,1100,SFO,TIAS,L,6,590.4
10,XX00068,20191015,1215,1015,1145,TYN,TIAS,S,10,102
10,XX00070,20191015,1230,1030,1200,KIX,TIAS,S,8,153
10,XX00084,20191015,1410,1210,1340,SIN,TIAS,M,9,251
10,XX00105,20191015,1625,1425,1555,HGH,TIAS,M,8,228.6
10,XX00112,20191015,1645,1445,1615,NGB,TIAS,S,8,96.2
10,XX00127,20191015,1730,1530,1700,WUX,TIAS,S,10,59
10,XX00138,20191015,1820,1620,1750,TXN,TIAS,S,8,133
10,XX00163,20191015,2330,2130,2300,SFO,TIAS,L,6,660.6
11,XX00013,20191015,0740,0540,0710,SYD,TIAS,L,9,426.8
11,XX00022,20191015,0815,0615,0745,OKA,TIAS,M,1,201
11,XX00025,20191015,0830,0630,0800,CGO,TIAS,S,10,68
11,XX00043,20191015,0955,0755,0925,SIN,TIAS,L,7,341.4
11,XX00060,20191015,1135,0935,1105,SFO,TIAS,L,9,644.4
11,XX00080,20191015,1320,1120,1250,NRT,TIAS,S,7,142
11,XX00085,20191015,1410,1210,1340,HKG,TIAS,S,6,132.8
11,XX00099,20191015,1530,1330,1500,MNL,TIAS,L,2,360.6
11,XX00121,20191015,1720,1520,1650,HIJ,TIAS,S,5,183.4
11,XX00128,20191015,1730,1530,1700,HKG,TIAS,M,7,216.8
11,XX00139,20191015,1820,1620,1750,NNG,TIAS,S,8,131
11,XX00140,20191015,1840,1640,1810,PVG,TIAS,S,10,172
11,XX00142,20191015,1920,1720,1850,CKG,TIAS,S,11,102
11,XX00153,20191015,2005,1805,1935,ORD,TIAS,L,8,628.2
11,XX00168,20191015,2345,2145,2315,BNE,TIAS,L,8,450.9
12,XX00174,20191015,0020,2220,2350,AMS,TIAS,S,1,50.7
12,XX00170,20191015,2350,2150,2320,CDG,TIAS,L,8,429.7
2,XX00176,20191015,0310,0110,0240,PUS,TIAS,M,1,219
2,XX00003,20191015,0640,0440,0610,KUL,TIAS,M,1,285.4
2,XX00023,20191015,0815,0615,0745,KOJ,TIAS,S,5,68.8
2,XX00029,20191015,0845,0645,0815,PNH,TIAS,M,1,237.4
2,XX00036,20191015,0900,0700,0830,PVG,TIAS,M,1,280.6
2,XX00049,20191015,1015,0815,0945,HRB,TIAS,S,2,139
2,XX00065,20191015,1200,1000,1130,HFE,TIAS,S,10,139
2,XX00066,20191015,1205,1005,1135,WUX,TIAS,S,6,126
2,XX00086,20191015,1420,1220,1350,KIX,TIAS,M,6,226
2,XX00098,20191015,1520,1320,1450,NRT,TIAS,S,2,168.6
2,XX00101,20191015,1545,1345,1515,NGO,TIAS,S,7,124
2,XX00107,20191015,1630,1430,1600,PVG,TIAS,L,8,338
2,XX00114,20191015,1700,1500,1630,LAX,TIAS,L,9,628.2
2,XX00126,20191015,1730,1530,1700,JFK,TIAS,L,3,604.8
2,XX00144,20191015,1930,1730,1900,SGN,TIAS,L,8,379.8
2,XX00157,20191015,2030,1830,2000,MNL,TIAS,L,8,319.4
2,XX00173,20191015,2355,2155,2325,YVR,TIAS,L,10,464.4
3,XX00002,20191015,0630,0430,0600,KIX,TIAS,S,1,180.2
3,XX00005,20191015,0650,0450,0620,CGQ,TIAS,S,8,119
3,XX00012,20191015,0735,0535,0705,BKK,TIAS,L,10,539
3,XX00017,20191015,0810,0610,0740,CAN,TIAS,S,10,198.2
3,XX00035,20191015,0900,0700,0830,CGK,TIAS,L,1,340.8
3,XX00040,20191015,0930,0730,0900,NRT,TIAS,L,6,364.2
3,XX00056,20191015,1120,0920,1050,LAX,TIAS,L,6,543.6
3,XX00062,20191015,1155,0955,1125,HKG,TIAS,M,7,217.6
3,XX00067,20191015,1210,1010,1140,KWE,TIAS,S,2,0
3,XX00076,20191015,1300,1100,1230,CAN,TIAS,S,2,144
3,XX00090,20191015,1440,1240,1410,NRT,TIAS,M,3,276.4
3,XX00096,20191015,1520,1320,1450,PEK,TIAS,M,8,289.8
3,XX00103,20191015,1620,1420,1550,NRT,TIAS,S,1,153.8
3,XX00130,20191015,1735,1535,1705,SZX,TIAS,S,6,109
3,XX00131,20191015,1740,1540,1710,KIX,TIAS,S,6,132.2
3,XX00133,20191015,1745,1545,1715,KWL,TIAS,S,8,103
3,XX00148,20191015,1945,1745,1915,HAK,TIAS,S,2,34
3,XX00172,20191015,2355,2155,2325,LAX,TIAS,L,6,543.6
4,XX00009,20191015,0700,0500,0630,HKG,TIAS,S,6,158.6
4,XX00015,20191015,0800,0600,0730,HKG,TIAS,M,7,214.4
4,XX00026,20191015,0830,0630,0800,KIX,TIAS,M,3,222.8
4,XX00033,20191015,0855,0655,0825,KIX,TIAS,S,7,128
