CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00009,20190823,0700,0500,0630,HKG,TIAS,S,6,158.6
1,XX00018,20190823,0810,0610,0740,CTU,TIAS,S,9,89.8
1,XX00031,20190823,0850,0650,0820,BKK,TIAS,L,9,385.4
1,XX00045,20190823,1000,0800,0930,DPS,TIAS,S,2,192.4
1,XX00048,20190823,1015,0815,0945,HKG,TIAS,S,6,136.2
1,XX00058,20190823,1125,0925,1055,FOC,TIAS,S,1,121
1,XX00059,20190823,1130,0930,1100,SFO,TIAS,L,6,590.4
1,XX00074,20190823,1240,1040,1210,HKG,TIAS,S,6,141.2
1,XX00078,20190823,1315,1115,1245,PEK,TIAS,M,11,249
1,XX00096,20190823,1520,1320,1450,PEK,TIAS,M,8,289.8
1,XX00123,20190823,1720,1520,1650,SHE,TIAS,S,6,124
1,XX00126,20190823,1730,1530,1700,JFK,TIAS,L,3,604.8
1,XX00128,20190823,1730,1530,1700,HKG,TIAS,M,7,216.8
1,XX00153,20190823,2005,1805,1935,ORD,TIAS,L,8,628.2
1,XX00173,20190823,2355,2155,2325,YVR,TIAS,L,10,464.4
10,XX00016,20190823,0800,0600,0730,TOY,TIAS,S,8,163
10,XX00026,20190823,0830,0630,0800,KIX,TIAS,M,3,222.8
10,XX00027,20190823,0835,0635,0805,CTS,TIAS,L,8,383.8
10,XX00051,20190823,1020,0820,0950,NRT,TIAS,S,8,189
10,XX00070,20190823,1230,1030,1200,KIX,TIAS,S,8,153
10,XX00084,20190823,1410,1210,1340,SIN,TIAS,M,9,251
10,XX00098,20190823,1520,1320,1450,NRT,TIAS,S,2,168.6
10,XX00108,20190823,1630,1430,1600,FUK,TIAS,L,9,402.6
10,XX00116,20190823,1710,1510,1640,SFO,TIAS,L,9,532.8
10,XX00117,20190823,1710,1510,1640,PVG,TIAS,S,8,157
10,XX00134,20190823,1750,1550,1720,PVG,TIAS,M,11,249
10,XX00142,20190823,1920,1720,1850,CKG,TIAS,S,11,102
10,XX00157,20190823,2030,1830,2000,MNL,TIAS,L,8,319.4
10,XX00158,20190823,2110,1910,2040,BKK,TIAS,L,6,331.6
10,XX00165,20190823,2330,2130,2300,HNL,TIAS,M,10,298.8
11,XX00175,20190823,0230,0030,0200,TAE,TIAS,S,1,0
11,XX00010,20190823,0710,0510,0640,CEB,TIAS,M,3,248.2
11,XX00013,20190823,0740,0540,0710,SYD,TIAS,L,9,426.8
11,XX00032,20190823,0850,0650,0820,NRT,TIAS,L,3,312.4
11,XX00035,20190823,0900,0700,0830,CGK,TIAS,L,1,340.8
11,XX00049,20190823,1015,0815,0945,HRB,TIAS,S,2,139
11,XX00060,20190823,1135,0935,1105,SFO,TIAS,L,9,644.4
11,XX00068,20190823,1215,1015,1145,TYN,TIAS,S,10,102
11,XX00083,20190823,1410,1210,1340,ICN,TIAS,L,9,399
11,XX00110,20190823,1635,1435,1605,ICN,TIAS,M,9,250
11,XX00119,20190823,1715,1515,1645,TNA,TIAS,S,6,112
11,XX00120,20190823,1720,1520,1650,OKA,TIAS,S,1,190
11,XX00138,20190823,1820,1620,1750,TXN,TIAS,S,8,133
11,XX00150,20190823,1950,1750,1920,YNT,TIAS,S,4,125
11,XX00152,20190823,2000,1800,1930,HKG,TIAS,M,2,232
11,XX00164,20190823,2330,2130,2300,SYD,TIAS,L,8,462.4
12,XX00003,20190823,0640,0440,0610,KUL,TIAS,M,1,285.4
12,XX00017,20190823,0810,0610,0740,CAN,TIAS,S,10,198.2
12,XX00019,20190823,0810,0610,0740,HKG,TIAS,S,6,160.4
12,XX00044,20190823,1000,0800,0930,MFM,TIAS,S,6,191.6
12,XX00057,20190823,1125,0925,1055,XMN,TIAS,S,1,149
12,XX00062,20190823,1155,0955,1125,HKG,TIAS,M,7,217.6
12,XX00076,20190823,1300,1100,1230,CAN,TIAS,S,2,144
12,XX00077,20190823,1300,1100,1230,ICN,TIAS,S,9,0
12,XX00090,20190823,1440,1240,1410,NRT,TIAS,M,3,276.4
12,XX00113,20190823,1645,1445,1615,TAO,TIAS,S,4,125
12,XX00118,20190823,1715,1515,1645,NGO,TIAS,M,2,268.2
12,XX00121,20190823,1720,1520,1650,HIJ,TIAS,S,5,183.4
12,XX00143,20190823,1925,1725,1855,JJN,TIAS,S,1,153
12,XX00147,20190823,1940,1740,1910,PEK,TIAS,S,2,140
12,XX00168,20190823,2345,2145,2315,BNE,TIAS,L,8,450.9
2,XX00002,20190823,0630,0430,0600,KIX,TIAS,S,1,180.2
2,XX00022,20190823,0815,0615,0745,OKA,TIAS,M,1,201
2,XX00023,20190823,0815,0615,0745,KOJ,TIAS,S,5,68.8
2,XX00037,20190823,0910,0710,0840,MNL,TIAS,L,10,580.6
2,XX00043,20190823,0955,0755,0925,SIN,TIAS,L,7,341.4
2,XX00065,20190823,1200,1000,1130,HFE,TIAS,S,10,139
