CAROUSEL_NO,FLIGHT_NO,FDATE,STD,EOT,ECT,DESTINATION,GROUND,FLIGHT_SIZE,COUNTER_NO,PREDICT_NO
1,XX00007,20191003,0655,0455,0625,OKA,TIAS,S,6,176
1,XX00030,20191003,0845,0645,0815,TSN,TIAS,S,10,90
1,XX00046,20191003,1000,0800,0930,NRT,TIAS,M,7,251
1,XX00049,20191003,1015,0815,0945,HRB,TIAS,S,2,139
1,XX00054,20191003,1105,0905,1035,HKD,TIAS,S,8,138
1,XX00068,20191003,1215,1015,1145,TYN,TIAS,S,10,102
1,XX00075,20191003,1250,1050,1220,KIX,TIAS,S,7,148
1,XX00083,20191003,1410,1210,1340,ICN,TIAS,L,9,399
1,XX00093,20191003,1450,1250,1420,FUK,TIAS,S,6,134.6
1,XX00115,20191003,1705,1505,1635,MNL,TIAS,S,2,0
1,XX00123,20191003,1720,1520,1650,SHE,TIAS,S,6,124
1,XX00124,20191003,1725,1525,1655,KIX,TIAS,M,3,246.2
1,XX00154,20191003,2020,1820,1950,SJW,TIAS,S,2,0
1,XX00160,20191003,2210,2010,2140,IAH,TIAS,L,8,592.2
1,XX00165,20191003,2330,2130,2300,HNL,TIAS,M,10,298.8
10,XX00001,20191003,0620,0420,0550,CTS,TIAS,S,1,182
10,XX00021,20191003,0810,0610,0740,FUK,TIAS,S,3,173.8
10,XX00024,20191003,0815,0615,0745,NGO,TIAS,S,1,159
10,XX00041,20191003,0930,0730,0900,CTS,TIAS,M,3,270.6
10,XX00055,20191003,1115,0915,1045,NGB,TIAS,S,10,139
10,XX00062,20191003,1155,0955,1125,HKG,TIAS,M,7,217.6
10,XX00080,20191003,1320,1120,1250,NRT,TIAS,S,7,142
10,XX00094,20191003,1500,1300,1430,PVG,TIAS,M,10,209
10,XX00100,20191003,1535,1335,1505,PEK,TIAS,M,1,277.8
10,XX00117,20191003,1710,1510,1640,PVG,TIAS,S,8,157
10,XX00128,20191003,1730,1530,1700,HKG,TIAS,M,7,216.8
10,XX00129,20191003,1735,1535,1705,SIN,TIAS,M,7,249
10,XX00143,20191003,1925,1725,1855,JJN,TIAS,S,1,153
10,XX00151,20191003,1955,1755,1925,CTU,TIAS,S,2,0
10,XX00162,20191003,2320,2120,2250,MEL,TIAS,L,8,446.6
10,XX00166,20191003,2340,2140,2310,SEA,TIAS,L,7,635.4
10,XX00171,20191003,2355,2155,2325,YVR,TIAS,L,7,617.4
11,XX00176,20191003,0310,0110,0240,PUS,TIAS,M,1,219
11,XX00009,20191003,0700,0500,0630,HKG,TIAS,S,6,158.6
11,XX00012,20191003,0735,0535,0705,BKK,TIAS,L,10,539
11,XX00019,20191003,0810,0610,0740,HKG,TIAS,S,6,160.4
11,XX00029,20191003,0845,0645,0815,PNH,TIAS,M,1,237.4
11,XX00056,20191003,1120,0920,1050,LAX,TIAS,L,6,543.6
11,XX00072,20191003,1230,1030,1200,HRB,TIAS,S,8,107
11,XX00074,20191003,1240,1040,1210,HKG,TIAS,S,6,141.2
11,XX00088,20191003,1435,1235,1405,CAN,TIAS,M,8,268
11,XX00097,20191003,1520,1320,1450,SZX,TIAS,L,3,307.8
11,XX00112,20191003,1645,1445,1615,NGB,TIAS,S,8,96.2
11,XX00131,20191003,1740,1540,1710,KIX,TIAS,S,6,132.2
